,client_type,client_category,region,role_type,priority,num_skills,num_mcqs,num_must_have_skills,num_nice_have_skills,n_devs_must_have_mcq,n_devs_nice_have_mcq,n_devs_must_have_self,n_devs_nice_have_self,job_value,customer_weekly_hour_engagement,is_deleted,cluster,developer_chosen,job_id
2803,new,1.Platinum,2.Rest of US,Mobile,p0,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,29.2,40.0,0,0,1.0,3681
2804,new,1.Platinum,2.Rest of US,Mobile,p0,1,1,1,0,873.0,No Nice have skill,1501.0,No Nice have skill,29.2,40.0,0,0,0.0,3680
2805,existing,1.Platinum,2.Rest of US,Other,p0,2,1,2,0,0.0,No Nice have skill,528.0,No Nice have skill,29.2,40.0,0,0,1.0,6238
2806,existing,1.Platinum,2.Rest of US,DevOps,p0,2,3,2,0,0.0,No Nice have skill,1274.0,No Nice have skill,29.2,40.0,0,0,0.0,7408
2807,existing,1.Platinum,2.Rest of US,Backend Systems,p0,1,1,1,0,4315.0,No Nice have skill,8396.0,No Nice have skill,29.2,40.0,0,0,0.0,7119
2808,existing,1.Platinum,2.Rest of US,Backend Systems,p0,2,2,2,0,1224.0,No Nice have skill,5352.0,No Nice have skill,11.7,40.0,0,0,0.0,8530
2809,existing,1.Platinum,2.Rest of US,DevOps,p0,3,4,3,0,0.0,No Nice have skill,659.0,No Nice have skill,29.2,40.0,0,0,1.0,5745
2810,existing,1.Platinum,2.Rest of US,Cloud - Solutions Architecture,,1,0,1,0,0.0,No Nice have skill,5789.0,No Nice have skill,29.2,,0,0,1.0,7657
2811,new,1.Platinum,2.Rest of US,DevOps,p0,4,5,2,2,0.0,269.0,3621.0,3584.0,29.2,40.0,0,2,1.0,4056
2812,existing,1.Platinum,2.Rest of US,Data Engineering,p0,6,6,5,2,0.0,92.0,262.0,1101.0,29.2,40.0,0,2,0.0,5744
2813,existing,1.Platinum,2.Rest of US,,,1,1,1,0,1060.0,No Nice have skill,6518.0,No Nice have skill,29.2,,0,0,0.0,6462
2814,existing,1.Platinum,2.Rest of US,Full Stack,p0,3,2,1,2,0.0,269.0,1627.0,3584.0,29.2,40.0,0,0,0.0,7407
2815,existing,1.Platinum,2.Rest of US,DevOps,,2,2,2,0,216.0,No Nice have skill,99.0,No Nice have skill,29.2,40.0,0,0,1.0,6118
2816,existing,1.Platinum,2.Rest of US,Backend Systems,p0,1,1,1,0,4315.0,No Nice have skill,8396.0,No Nice have skill,29.2,40.0,0,0,1.0,7888
2817,existing,1.Platinum,2.Rest of US,,,1,1,1,0,1060.0,No Nice have skill,6518.0,No Nice have skill,29.2,,0,0,0.0,6461
2818,existing,1.Platinum,2.Rest of US,DevOps,p0,3,4,3,0,0.0,No Nice have skill,659.0,No Nice have skill,29.2,40.0,0,0,1.0,7388
2819,existing,1.Platinum,2.Rest of US,DevOps,p0,3,4,3,0,0.0,No Nice have skill,1006.0,No Nice have skill,29.2,40.0,0,0,1.0,5214
2820,existing,1.Platinum,2.Rest of US,,p0,3,3,1,2,0.0,83.0,2845.0,806.0,29.2,40.0,0,0,0.0,6239
2821,existing,1.Platinum,2.Rest of US,,p0,10,10,2,8,0.0,0,1274.0,1.0,29.2,40.0,0,2,1.0,6240
2822,new,1.Platinum,2.Rest of US,DevOps,p0,4,3,3,1,0.0,714.0,107.0,4022.0,29.2,40.0,0,0,0.0,4097
2823,new,1.Platinum,2.Rest of US,Other,p0,5,2,5,0,0.0,No Nice have skill,1.0,No Nice have skill,29.2,40.0,0,0,1.0,6349
2824,new,1.Platinum,2.Rest of US,QA,p0,5,3,3,2,0.0,0,107.0,262.0,29.2,40.0,0,2,1.0,5254
2825,new,1.Platinum,2.Rest of US,QA,p0,5,3,3,2,0.0,0,107.0,735.0,29.2,40.0,0,2,0.0,4106
2826,new,1.Platinum,2.Rest of US,DevOps,p0,4,2,4,0,0.0,No Nice have skill,13.0,No Nice have skill,29.2,40.0,0,0,0.0,6323
2827,new,1.Platinum,2.Rest of US,Other,p0,3,1,3,0,0.0,No Nice have skill,42.0,No Nice have skill,29.2,40.0,0,0,0.0,4368
2828,existing,1.Platinum,2.Rest of US,PM,p0,2,1,2,0,0.0,No Nice have skill,485.0,No Nice have skill,29.2,40.0,0,0,0.0,7489
2829,existing,1.Platinum,2.Rest of US,Backend Systems,p2,8,7,2,6,0.0,0,1940.0,6.0,29.2,40.0,0,2,0.0,8791
2830,new,1.Platinum,2.Rest of US,Backend Systems,p0,6,4,4,2,0.0,389.0,239.0,3414.0,29.2,40.0,0,2,0.0,4096
2831,new,1.Platinum,1.Bay Area,DevOps,,8,5,2,6,0.0,0,1479.0,15.0,56.6,40.0,0,2,0.0,4246
2832,new,1.Platinum,2.Rest of US,Web Frontend,p0,4,5,1,3,4251.0,2.0,15643.0,146.0,29.2,40.0,0,2,0.0,4251
2833,new,1.Platinum,2.Rest of US,Mobile,p0,3,4,1,2,1442.0,19.0,4615.0,511.0,29.2,40.0,0,2,1.0,4250
2834,new,1.Platinum,2.Rest of US,Backend Systems,p0,7,6,3,4,0.0,1.0,5.0,64.0,29.2,40.0,0,2,0.0,4410
2835,new,1.Platinum,2.Rest of US,DevOps,p0,7,7,3,4,0.0,3.0,1277.0,38.0,29.2,40.0,0,2,0.0,4398
2836,new,1.Platinum,2.Rest of US,Backend Systems,p0,5,4,3,2,0.0,127.0,11.0,523.0,29.2,40.0,0,2,0.0,4409
2837,new,1.Platinum,2.Rest of US,Full Stack,p0,8,5,5,3,0.0,0,63.0,23.0,29.2,40.0,0,2,0.0,4422
2838,existing,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p0,2,2,2,0,8.0,No Nice have skill,555.0,No Nice have skill,11.7,40.0,0,0,1.0,8855
2839,existing,1.Platinum,2.Rest of US,Machine Learning,p0,3,3,2,1,0.0,9808.0,1785.0,514.0,29.2,40.0,0,0,1.0,6781
2840,existing,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p0,6,5,4,2,1.0,0,326.0,77.0,11.7,40.0,0,2,0.0,9058
2844,existing,1.Platinum,2.Rest of US,Web Frontend,p0,6,8,1,5,4251.0,2.0,15643.0,13.0,29.2,40.0,0,2,0.0,5864
2845,existing,1.Platinum,2.Rest of US,Web Backend,p0,3,3,3,0,2.0,No Nice have skill,49.0,No Nice have skill,29.2,40.0,0,0,0.0,5544
2846,new,1.Platinum,2.Rest of US,Fullstack (FE-heavy),p0,4,4,4,0,0.0,No Nice have skill,527.0,No Nice have skill,29.2,40.0,0,0,0.0,4543
2847,existing,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p0,6,7,3,3,0.0,0,0.0,0,29.2,40.0,0,2,0.0,5543
2848,existing,1.Platinum,2.Rest of US,Fullstack (FE-heavy),p0,6,6,3,3,2.0,141.0,279.0,10156.0,29.2,40.0,0,2,1.0,5547
2849,existing,1.Platinum,2.Rest of US,Web Frontend,p0,3,4,1,2,4251.0,17.0,15643.0,92.0,29.2,40.0,0,1,1.0,5003
2850,existing,1.Platinum,2.Rest of US,Web Backend,p0,3,4,2,1,79.0,752.0,1024.0,1103.0,29.2,40.0,0,0,0.0,7743
2851,existing,1.Platinum,2.Rest of US,Fullstack (FE-heavy),p0,8,10,4,4,0.0,15.0,285.0,193.0,29.2,40.0,0,2,0.0,5545
2853,existing,1.Platinum,2.Rest of US,Fullstack (FE-heavy),p0,5,7,2,3,105.0,4.0,12001.0,118.0,29.2,40.0,0,2,1.0,7387
2854,existing,1.Platinum,2.Rest of US,Web Backend,p0,3,4,2,1,75.0,645.0,518.0,1558.0,29.2,40.0,0,0,1.0,7281
2855,new,1.Platinum,2.Rest of US,Web Frontend,p0,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,29.2,40.0,0,1,1.0,4544
2856,existing,1.Platinum,2.Rest of US,Web Backend,p0,3,4,2,1,75.0,645.0,518.0,1558.0,11.7,40.0,0,0,1.0,8724
2857,existing,1.Platinum,2.Rest of US,Web Frontend,p0,5,6,1,4,4251.0,2.0,15643.0,2.0,29.2,40.0,0,2,1.0,5591
2859,existing,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p0,2,2,2,0,8.0,No Nice have skill,555.0,No Nice have skill,11.7,40.0,0,0,1.0,8756
2860,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p0,3,4,1,2,752.0,83.0,1103.0,803.0,29.2,40.0,0,0,0.0,4541
2861,existing,1.Platinum,2.Rest of US,Web Backend,p0,3,2,2,1,0.0,645.0,71.0,1558.0,29.2,40.0,0,0,1.0,5541
2862,new,1.Platinum,1.Bay Area,Fullstack (FE-heavy),p1,9,11,2,7,1479.0,0,6563.0,17.0,56.6,40.0,0,2,0.0,4600
2863,existing,1.Platinum,2.Rest of US,Backend Systems,p1,2,2,2,0,44.0,No Nice have skill,281.0,No Nice have skill,29.2,40.0,0,0,0.0,9030
2864,new,1.Platinum,2.Rest of US,QA,p0,6,5,3,3,0.0,8.0,61.0,451.0,29.2,40.0,0,2,0.0,7786
2865,new,1.Platinum,2.Rest of US,Mobile,p0,1,1,1,0,873.0,No Nice have skill,1501.0,No Nice have skill,29.2,40.0,0,0,1.0,8374
2866,new,1.Platinum,2.Rest of US,Mobile,p0,2,2,2,0,878.0,No Nice have skill,6663.0,No Nice have skill,29.2,40.0,0,0,0.0,7785
2868,new,1.Platinum,2.Rest of US,Mobile,p0,2,1,2,0,873.0,No Nice have skill,607.0,No Nice have skill,29.2,40.0,0,0,0.0,4551
2869,new,1.Platinum,2.Rest of US,Mobile,p0,2,2,2,0,284.0,No Nice have skill,1874.0,No Nice have skill,29.2,40.0,0,0,0.0,7783
2870,new,1.Platinum,2.Rest of US,Mobile,p0,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,29.2,40.0,0,0,1.0,8544
2872,existing,1.Platinum,2.Rest of US,Cloud - Solutions Architecture,p1,6,4,1,5,0.0,0,1064.0,2.0,29.2,40.0,0,2,0.0,9027
2873,new,1.Platinum,1.Bay Area,Other,p0,7,5,4,3,0.0,0,15.0,5.0,56.6,40.0,0,2,1.0,4580
2874,new,1.Platinum,1.Bay Area,Web Frontend,p0,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,1.9,40.0,0,1,1.0,5548
2875,existing,1.Platinum,1.Bay Area,Backend Systems,p0,3,2,3,0,0.0,No Nice have skill,215.0,No Nice have skill,11.7,40.0,0,0,1.0,8012
2876,existing,1.Platinum,1.Bay Area,Web Frontend,p0,3,4,2,1,574.0,1442.0,5797.0,4615.0,11.7,40.0,0,0,1.0,6583
2877,existing,1.Platinum,1.Bay Area,Web Frontend,p0,3,4,2,1,574.0,1442.0,5797.0,4615.0,11.7,40.0,0,0,1.0,8011
2878,existing,1.Platinum,1.Bay Area,Backend Systems,p0,6,3,6,0,0.0,No Nice have skill,4.0,No Nice have skill,11.7,40.0,0,0,1.0,6142
2879,existing,1.Platinum,1.Bay Area,Web Frontend,p0,3,4,2,1,574.0,1442.0,5797.0,4615.0,11.7,40.0,0,0,1.0,6494
2880,new,1.Platinum,1.Bay Area,Backend Systems,p0,6,3,6,0,0.0,No Nice have skill,4.0,No Nice have skill,1.9,40.0,0,0,1.0,5574
2881,existing,1.Platinum,1.Bay Area,Mobile,p0,2,3,2,0,23.0,No Nice have skill,1668.0,No Nice have skill,2.0,40.0,0,0,0.0,5903
2882,existing,1.Platinum,1.Bay Area,Backend Systems,p0,5,3,3,2,0.0,0,215.0,369.0,11.7,40.0,0,2,1.0,7037
2883,existing,1.Platinum,1.Bay Area,Web Frontend,p0,3,4,2,1,574.0,1442.0,5797.0,4615.0,11.7,40.0,0,0,1.0,6346
2884,existing,1.Platinum,1.Bay Area,Web Backend,p0,6,3,6,0,0.0,No Nice have skill,4.0,No Nice have skill,11.7,40.0,0,0,1.0,6233
2885,existing,1.Platinum,1.Bay Area,Web Frontend,p0,3,4,2,1,574.0,1442.0,5797.0,4615.0,11.7,40.0,0,0,1.0,6048
2886,existing,1.Platinum,1.Bay Area,Web Frontend,p0,3,4,2,1,574.0,1442.0,5797.0,4615.0,2.0,40.0,0,0,1.0,5840
2887,new,1.Platinum,1.Bay Area,Backend Systems,p0,10,6,6,4,0.0,0,4.0,482.0,1.9,40.0,0,2,0.0,5217
2888,new,1.Platinum,1.Bay Area,Web Frontend,p0,3,4,2,1,574.0,1442.0,5797.0,4615.0,1.9,40.0,0,0,1.0,5736
2889,new,1.Platinum,1.Bay Area,Web Frontend,p0,3,4,2,1,574.0,1442.0,5797.0,4615.0,1.9,40.0,0,0,1.0,5664
2890,new,1.Platinum,1.Bay Area,Web Frontend,p0,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,1.9,40.0,0,1,0.0,5757
2891,new,1.Platinum,1.Bay Area,Web Frontend,p0,3,4,2,1,574.0,1442.0,5797.0,4615.0,1.9,40.0,0,0,0.0,5216
2892,new,1.Platinum,1.Bay Area,Mobile,p0,11,13,4,7,8.0,0,1902.0,0,56.6,40.0,0,2,0.0,6863
2893,new,1.Platinum,1.Bay Area,Mobile,p0,10,12,4,6,8.0,0,1902.0,1.0,56.6,40.0,0,2,0.0,6861
2895,existing,1.Platinum,4.Others,DevOps,p1,4,3,1,3,1656.0,0,549.0,16.0,2.0,40.0,0,2,0.0,8453
2896,existing,1.Platinum,4.Others,,,3,2,3,0,0.0,No Nice have skill,107.0,No Nice have skill,1.9,,0,0,1.0,7164
2957,existing,1.Platinum,3.Top 30 GDP,Web Frontend,p0,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,5.9,40.0,0,1,1.0,645
2995,new,1.Platinum,1.Bay Area,Fullstack (BE-heavy),,5,7,5,0,0.0,No Nice have skill,160.0,No Nice have skill,56.6,40.0,0,2,1.0,700
3001,existing,1.Platinum,3.Top 30 GDP,Web Frontend,p0,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,5.9,20.0,0,1,1.0,1005
3042,existing,1.Platinum,1.Bay Area,DevOps,,4,3,4,0,0.0,No Nice have skill,19.0,No Nice have skill,56.6,,0,0,0.0,1106
3115,existing,1.Platinum,3.Top 30 GDP,Fullstack (FE-heavy),p0,3,4,3,0,84.0,No Nice have skill,1306.0,No Nice have skill,5.9,20.0,0,0,0.0,1809
3261,new,1.Platinum,1.Bay Area,Mobile,p0,1,1,1,0,1971.0,No Nice have skill,1830.0,No Nice have skill,56.6,40.0,0,0,0.0,1662
3262,new,1.Platinum,1.Bay Area,Mobile,p0,1,1,1,0,873.0,No Nice have skill,1501.0,No Nice have skill,56.6,40.0,0,0,0.0,1661
3275,new,1.Platinum,2.Rest of US,,p0,2,2,1,1,0.0,1125.0,326.0,6892.0,23.4,40.0,0,0,0.0,1793
3292,new,1.Platinum,2.Rest of US,Full Stack,p0,7,9,5,2,46.0,50.0,75.0,6864.0,29.2,40.0,0,2,1.0,1854
3307,new,1.Platinum,4.Others,,,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,1.6,40.0,0,0,0.0,2103
3309,new,1.Platinum,2.Rest of US,Full Stack,p0,7,8,4,3,4.0,96.0,1313.0,3020.0,29.2,40.0,0,2,0.0,2120
3392,new,1.Platinum,2.Rest of US,,,1,1,1,0,1442.0,No Nice have skill,4615.0,No Nice have skill,23.4,40.0,0,0,0.0,3755
4076,existing,1.Platinum,3.Top 30 GDP,,,2,0,1,1,0.0,0,216.0,2324.0,5.9,,0,0,1.0,8476
4077,existing,1.Platinum,3.Top 30 GDP,Backend Systems,p0,2,2,2,0,8.0,No Nice have skill,149.0,No Nice have skill,5.9,40.0,0,0,0.0,6919
4078,existing,1.Platinum,3.Top 30 GDP,,,2,3,1,1,4251.0,752.0,15643.0,1103.0,5.9,,0,1,0.0,9070
4079,existing,1.Platinum,3.Top 30 GDP,,,2,2,1,1,752.0,1060.0,1103.0,6518.0,5.9,40.0,0,0,1.0,8590
4080,existing,1.Platinum,3.Top 30 GDP,,,2,2,1,1,1513.0,1060.0,3385.0,6518.0,5.9,,0,0,0.0,9196
4081,existing,1.Platinum,3.Top 30 GDP,,,2,2,1,1,752.0,1060.0,1103.0,6518.0,5.9,,0,0,0.0,7772
4082,existing,1.Platinum,3.Top 30 GDP,,,2,1,1,1,0.0,1060.0,4839.0,6518.0,5.9,,0,0,0.0,9192
4083,existing,1.Platinum,3.Top 30 GDP,DevOps,p0,3,3,3,0,0.0,No Nice have skill,1075.0,No Nice have skill,5.9,40.0,0,0,0.0,4072
4084,existing,1.Platinum,3.Top 30 GDP,,,3,2,2,1,0.0,1060.0,483.0,6518.0,5.9,,0,0,1.0,8010
4085,existing,1.Platinum,3.Top 30 GDP,,,2,2,1,1,1513.0,1060.0,3385.0,6518.0,5.9,40.0,0,0,1.0,8737
4086,existing,1.Platinum,3.Top 30 GDP,,,1,2,1,1,4251.0,4251.0,15643.0,15643.0,5.9,,0,1,0.0,9252
4087,existing,1.Platinum,3.Top 30 GDP,Mobile,p0,2,2,1,1,1513.0,752.0,3385.0,1103.0,5.9,40.0,0,0,1.0,6712
4088,existing,1.Platinum,3.Top 30 GDP,,,3,1,2,1,793.0,0,442.0,2324.0,5.9,,0,0,1.0,8431
4089,existing,1.Platinum,3.Top 30 GDP,,,2,3,1,1,4251.0,5048.0,15643.0,15171.0,5.9,,0,1,1.0,8434
4090,existing,1.Platinum,3.Top 30 GDP,Backend Systems,p0,2,2,1,1,752.0,1513.0,1103.0,3385.0,5.9,40.0,0,0,1.0,6215
4091,existing,1.Platinum,3.Top 30 GDP,QA,p0,2,2,1,1,793.0,1060.0,808.0,6518.0,5.9,40.0,0,0,1.0,6216
4092,existing,1.Platinum,3.Top 30 GDP,,,3,2,2,1,47.0,0,1211.0,1866.0,5.9,,0,0,1.0,8190
4093,existing,1.Platinum,3.Top 30 GDP,,,1,1,1,1,1060.0,1060.0,6518.0,6518.0,5.9,,0,0,0.0,9251
4094,existing,1.Platinum,3.Top 30 GDP,,,2,2,1,1,752.0,1060.0,1103.0,6518.0,5.9,,0,0,0.0,9195
4096,existing,1.Platinum,3.Top 30 GDP,,,2,2,1,1,1513.0,1060.0,3385.0,6518.0,5.9,,0,0,0.0,9255
4097,existing,1.Platinum,3.Top 30 GDP,,,1,2,1,1,4251.0,4251.0,15643.0,15643.0,5.9,,0,1,0.0,9069
4098,existing,1.Platinum,3.Top 30 GDP,,,1,1,1,1,1060.0,1060.0,6518.0,6518.0,5.9,,0,0,0.0,9073
4099,existing,1.Platinum,3.Top 30 GDP,,,1,0,1,1,0.0,0,4839.0,4839.0,5.9,,0,0,0.0,9250
4101,existing,1.Platinum,3.Top 30 GDP,Other,p0,3,4,1,2,0.0,25.0,5340.0,477.0,5.9,40.0,0,0,1.0,6217
4102,existing,1.Platinum,3.Top 30 GDP,,,2,1,1,1,0.0,1060.0,76.0,6518.0,5.9,,0,0,1.0,7690
4103,existing,1.Platinum,3.Top 30 GDP,Mobile,p0,2,2,1,1,1513.0,752.0,3385.0,1103.0,5.9,40.0,0,0,1.0,6214
4106,existing,1.Platinum,3.Top 30 GDP,,,2,1,1,1,1513.0,0,3385.0,1866.0,5.9,40.0,0,0,0.0,8194
4107,existing,1.Platinum,3.Top 30 GDP,Backend Systems,p0,2,2,1,1,752.0,1513.0,1103.0,3385.0,5.9,40.0,0,0,1.0,6678
4108,existing,1.Platinum,3.Top 30 GDP,,,2,1,1,1,793.0,0,808.0,2324.0,5.9,,0,0,1.0,8520
4110,existing,1.Platinum,3.Top 30 GDP,Other,p0,2,2,1,1,1513.0,540.0,3385.0,3841.0,5.9,40.0,0,0,1.0,6065
4111,existing,1.Platinum,3.Top 30 GDP,,,2,1,1,1,752.0,0,1103.0,1866.0,5.9,40.0,0,0,1.0,8193
4112,existing,1.Platinum,3.Top 30 GDP,QA,p0,3,2,2,1,793.0,1060.0,278.0,6518.0,5.9,40.0,0,0,1.0,6213
4113,existing,1.Platinum,3.Top 30 GDP,,,2,0,1,1,0.0,0,76.0,2324.0,5.9,,0,0,1.0,7689
4114,existing,1.Platinum,3.Top 30 GDP,Other,p0,4,1,3,1,0.0,1060.0,51.0,6518.0,5.9,40.0,0,0,1.0,6925
4115,existing,1.Platinum,3.Top 30 GDP,,,1,1,1,1,752.0,752.0,1103.0,1103.0,5.9,,0,0,0.0,9253
4116,existing,1.Platinum,3.Top 30 GDP,,,2,3,1,1,4251.0,5048.0,15643.0,15171.0,5.9,,0,1,1.0,8192
4117,existing,1.Platinum,3.Top 30 GDP,,,2,2,1,2,1060.0,47.0,6518.0,1211.0,5.9,,0,0,0.0,9193
4118,existing,1.Platinum,3.Top 30 GDP,,,2,0,1,1,0.0,0,4839.0,76.0,5.9,,0,0,1.0,6596
4119,existing,1.Platinum,3.Top 30 GDP,,,2,2,1,1,752.0,1060.0,1103.0,6518.0,5.9,40.0,0,0,1.0,8642
4120,existing,1.Platinum,3.Top 30 GDP,Mobile,p0,3,3,1,2,1513.0,178.0,3385.0,490.0,5.9,40.0,0,0,1.0,6924
4121,existing,1.Platinum,3.Top 30 GDP,Web Backend,p0,2,2,2,0,178.0,No Nice have skill,498.0,No Nice have skill,5.9,40.0,0,0,0.0,3764
4122,existing,1.Platinum,3.Top 30 GDP,DevOps,p0,4,5,1,3,0.0,18.0,5340.0,422.0,5.9,40.0,0,2,0.0,4389
4123,existing,1.Platinum,3.Top 30 GDP,,,2,1,1,1,793.0,793.0,2281.0,808.0,5.9,,0,0,1.0,7602
4124,existing,1.Platinum,3.Top 30 GDP,,,1,2,1,1,4251.0,4251.0,15643.0,15643.0,5.9,,0,1,0.0,9194
4125,existing,1.Platinum,3.Top 30 GDP,,,3,1,2,1,0.0,793.0,483.0,625.0,5.9,,0,0,0.0,8118
4126,existing,1.Platinum,3.Top 30 GDP,,,2,1,1,1,0.0,1060.0,4839.0,6518.0,5.9,,0,0,1.0,8191
4127,existing,1.Platinum,3.Top 30 GDP,,,2,1,1,1,793.0,0,808.0,2324.0,5.9,,0,0,0.0,9072
4128,existing,1.Platinum,3.Top 30 GDP,,,2,1,1,1,0.0,0,714.0,326.0,5.9,,0,0,0.0,8189
4129,existing,1.Platinum,4.Others,Other,p1,6,3,4,2,0.0,825.0,2.0,7895.0,2.0,,0,0,0.0,3058
4131,existing,1.Platinum,4.Others,,,2,2,1,1,793.0,1060.0,808.0,6518.0,2.0,,0,0,1.0,7918
4132,existing,1.Platinum,4.Others,Other,p0,1,0,1,0,0.0,No Nice have skill,988.0,No Nice have skill,2.0,40.0,0,0,0.0,5286
4133,existing,1.Platinum,4.Others,,,2,2,1,1,793.0,1060.0,808.0,6518.0,2.0,,0,0,1.0,9155
4134,existing,1.Platinum,4.Others,Other,p1,1,2,1,0,0.0,No Nice have skill,5340.0,No Nice have skill,2.0,40.0,0,0,0.0,4555
4135,existing,1.Platinum,4.Others,Other,p0,3,2,2,1,0.0,0,980.0,1866.0,2.0,,0,0,0.0,8242
4136,existing,1.Platinum,4.Others,,,3,3,1,2,284.0,49.0,2554.0,441.0,2.0,,0,0,1.0,8790
4137,existing,1.Platinum,4.Others,,p0,3,1,2,1,873.0,0,581.0,1866.0,2.0,40.0,0,0,1.0,8429
4138,existing,1.Platinum,4.Others,,p0,1,2,1,0,284.0,No Nice have skill,7078.0,No Nice have skill,2.0,40.0,0,0,0.0,6146
4139,existing,1.Platinum,4.Others,,p0,1,1,1,0,873.0,No Nice have skill,1070.0,No Nice have skill,2.0,40.0,0,0,1.0,7363
4140,existing,1.Platinum,4.Others,Mobile,p0,1,2,1,0,284.0,No Nice have skill,7078.0,No Nice have skill,2.0,40.0,0,0,0.0,7320
4141,existing,1.Platinum,4.Others,Designer,p1,1,1,1,0,509.0,No Nice have skill,915.0,No Nice have skill,2.0,40.0,0,0,0.0,4288
4142,existing,1.Platinum,4.Others,,p0,3,2,2,1,284.0,1971.0,2078.0,50.0,2.0,40.0,0,0,1.0,7640
4143,existing,1.Platinum,4.Others,,,1,1,1,0,793.0,No Nice have skill,2281.0,No Nice have skill,2.0,,0,0,0.0,3358
4144,existing,1.Platinum,4.Others,,,2,2,1,1,284.0,1971.0,7078.0,493.0,2.0,,0,0,0.0,8788
4145,existing,1.Platinum,4.Others,,p0,1,1,1,0,873.0,No Nice have skill,1070.0,No Nice have skill,2.0,40.0,0,0,1.0,5412
4146,existing,1.Platinum,4.Others,Mobile,,1,1,1,0,873.0,No Nice have skill,1070.0,No Nice have skill,2.0,40.0,0,0,1.0,7866
4147,existing,1.Platinum,4.Others,Other,p0,1,1,1,0,793.0,No Nice have skill,2281.0,No Nice have skill,2.0,40.0,0,0,1.0,3618
4148,existing,1.Platinum,4.Others,Mobile,,3,1,3,0,0.0,No Nice have skill,323.0,No Nice have skill,2.0,40.0,0,0,1.0,3880
4149,existing,1.Platinum,4.Others,Other,p1,2,2,2,0,87.0,No Nice have skill,1150.0,No Nice have skill,2.0,40.0,0,0,0.0,3532
4150,existing,1.Platinum,4.Others,Web Backend,,2,1,1,1,0.0,1060.0,200.0,6518.0,2.0,,0,0,0.0,7781
4151,existing,1.Platinum,4.Others,Full Stack,p0,1,1,1,1,1060.0,1060.0,6518.0,6518.0,2.0,40.0,0,0,0.0,7782
4152,new,1.Platinum,2.Rest of US,,,7,7,5,2,0.0,105.0,21.0,12001.0,29.2,,0,2,0.0,8226
4154,new,1.Platinum,3.Top 30 GDP,Mobile,p0,3,1,2,1,873.0,873.0,607.0,1501.0,5.8,40.0,0,0,0.0,4820
4155,existing,1.Platinum,3.Top 30 GDP,Mobile,p0,3,2,2,1,284.0,284.0,1874.0,2554.0,5.9,40.0,0,0,0.0,6271
4156,existing,1.Platinum,3.Top 30 GDP,Mobile,p0,2,1,1,1,1971.0,1971.0,754.0,1742.0,5.9,40.0,0,0,1.0,7792
4157,existing,1.Platinum,3.Top 30 GDP,Mobile,p0,1,1,1,0,873.0,No Nice have skill,1070.0,No Nice have skill,5.9,40.0,0,0,0.0,7810
4158,new,1.Platinum,3.Top 30 GDP,Mobile,p0,3,2,2,1,284.0,0,656.0,6045.0,5.8,,0,0,0.0,4870
4159,new,1.Platinum,3.Top 30 GDP,Mobile,p0,4,2,3,1,0.0,0,105.0,4011.0,5.8,40.0,0,2,0.0,4849
4160,new,1.Platinum,3.Top 30 GDP,Mobile,p0,6,7,4,2,0.0,0,460.0,1369.0,5.8,,0,2,0.0,4871
4162,new,1.Platinum,3.Top 30 GDP,,,5,5,3,2,82.0,0,1158.0,97.0,5.8,,0,2,0.0,6171
4164,new,1.Platinum,2.Rest of US,,,4,6,3,1,84.0,6922.0,3624.0,16794.0,29.2,,0,2,0.0,7533
4165,new,1.Platinum,2.Rest of US,,,9,8,8,1,0.0,1442.0,2.0,4615.0,7.4,,0,2,0.0,8164
4210,existing,1.Platinum,2.Rest of US,UI/UX Developer,,1,1,1,0,509.0,No Nice have skill,641.0,No Nice have skill,11.7,,0,0,1.0,2567
4211,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),,3,3,3,0,47.0,No Nice have skill,1102.0,No Nice have skill,29.2,40.0,0,0,0.0,2339
4213,existing,1.Platinum,2.Rest of US,Other,,1,0,1,0,0.0,No Nice have skill,2255.0,No Nice have skill,11.7,,0,0,1.0,2634
4240,new,1.Platinum,1.Bay Area,Mobile,p0,4,5,2,2,1479.0,7.0,6563.0,103.0,56.6,40.0,0,2,0.0,2202
4241,new,1.Platinum,1.Bay Area,Mobile,p0,6,7,1,5,1442.0,0,4615.0,6.0,56.6,40.0,0,2,0.0,2133
4254,new,1.Platinum,2.Rest of US,Web Frontend,p0,4,6,2,2,141.0,321.0,12055.0,2353.0,29.2,40.0,0,2,1.0,1202
4255,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p0,8,6,1,7,5048.0,0,15171.0,1.0,29.2,40.0,0,2,1.0,1201
