,client_type,client_category,region,role_type,priority,num_skills,num_mcqs,num_must_have_skills,num_nice_have_skills,n_devs_must_have_mcq,n_devs_nice_have_mcq,n_devs_must_have_self,n_devs_nice_have_self,job_value,customer_weekly_hour_engagement,is_deleted,cluster,target,job_id,developer_chosen
4775,new,2.Gold,1.Bay Area,Web Backend,p1,2,1,2,0,148.0,No Nice have skill,1430.0,No Nice have skill,22.2,40.0,0,2,0.0,1707,0.0
4777,new,2.Gold,2.Rest of US,Fullstack (BE-heavy),p0,6,7,4,2,0.0,7.0,45.0,334.0,23.4,40.0,0,2,0.0,3060,0.0
4778,new,4.Bronze,2.Rest of US,Full Stack,p0,5,5,4,1,51.0,2342.0,3979.0,5158.0,7.4,40.0,0,4,0.0,4454,0.0
4780,new,4.Bronze,2.Rest of US,Mobile,p0,1,2,1,0,284.0,No Nice have skill,7078.0,No Nice have skill,7.4,20.0,0,3,0.0,8914,0.0
4781,new,3.Silver,4.Others,Web Backend,p1,4,4,3,1,0.0,714.0,1253.0,4022.0,0.9,20.0,0,4,0.0,3754,0.0
4782,existing,3.Silver,1.Bay Area,Data Engineering,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,5.85,40.0,0,0,1.0,3795,1.0
4783,existing,3.Silver,1.Bay Area,Fullstack (FE-heavy),,3,4,3,0,122.0,No Nice have skill,1768.0,No Nice have skill,5.85,40.0,0,5,1.0,4146,1.0
4784,existing,3.Silver,1.Bay Area,QA,,1,1,1,0,793.0,No Nice have skill,2281.0,No Nice have skill,5.85,20.0,0,5,1.0,4155,1.0
4785,existing,3.Silver,1.Bay Area,,,3,5,3,0,4.0,No Nice have skill,3239.0,No Nice have skill,5.85,,0,5,1.0,3356,1.0
4786,new,4.Bronze,2.Rest of US,DevOps,p1,9,6,2,7,228.0,0,3096.0,27.0,7.4,40.0,0,1,0.0,1496,0.0
4787,new,3.Silver,2.Rest of US,Web Frontend,p1,3,4,2,1,292.0,4228.0,2582.0,13071.0,13.0,40.0,0,4,1.0,1511,1.0
4788,new,2.Gold,2.Rest of US,DevOps,p1,2,2,1,1,0.0,0,5340.0,688.0,23.4,40.0,0,2,0.0,1530,0.0
4789,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),,5,5,3,2,24.0,363.0,124.0,4442.0,7.4,40.0,0,4,1.0,1542,1.0
4790,new,3.Silver,2.Rest of US,Web Backend,p1,6,6,2,4,0.0,0,42.0,138.0,13.0,40.0,0,4,0.0,1545,0.0
4794,new,3.Silver,2.Rest of US,Web Backend,p1,8,6,4,4,0.0,0,14.0,0,13.0,40.0,0,1,0.0,1764,0.0
4795,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p1,4,2,1,3,6922.0,0,8131.0,1.0,13.0,40.0,0,0,0.0,1566,0.0
4797,new,3.Silver,2.Rest of US,Full Stack,p1,8,7,1,7,0.0,0,164.0,0,13.0,40.0,0,1,0.0,1565,0.0
4798,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p1,8,7,1,7,0.0,0,147.0,0,13.0,40.0,0,1,1.0,1564,1.0
4802,new,3.Silver,2.Rest of US,Web Backend,p0,3,3,1,2,4228.0,193.0,13071.0,1386.0,13.0,40.0,0,0,0.0,1567,0.0
4803,new,2.Gold,2.Rest of US,Web Backend,p0,6,7,2,4,1525.0,0,6270.0,323.0,23.4,40.0,0,2,0.0,1596,0.0
4804,existing,2.Gold,2.Rest of US,Web Backend,p0,5,5,4,1,0.0,3188.0,388.0,8619.0,11.7,40.0,0,5,0.0,2296,0.0
4805,new,2.Gold,2.Rest of US,Web Backend,p1,6,4,5,1,0.0,148.0,29.0,11204.0,23.4,40.0,0,2,0.0,1610,0.0
4806,new,3.Silver,2.Rest of US,Web Frontend,p1,3,3,2,1,131.0,0,3314.0,5536.0,13.0,40.0,0,4,1.0,1615,1.0
4807,existing,3.Silver,2.Rest of US,Web Frontend,p0,3,3,2,1,131.0,0,3314.0,5536.0,13.0,40.0,0,5,0.0,2701,0.0
4808,new,3.Silver,1.Bay Area,Fullstack (FE-heavy),p1,3,4,2,1,33.0,0,9581.0,5536.0,14.7,40.0,0,2,0.0,1618,0.0
4809,new,3.Silver,1.Bay Area,Web Backend,p1,3,3,3,0,0.0,No Nice have skill,396.0,No Nice have skill,14.7,40.0,0,3,0.0,6034,0.0
4810,new,3.Silver,1.Bay Area,Full Stack,,1,1,1,0,3545.0,No Nice have skill,9460.0,No Nice have skill,14.7,,0,0,0.0,7745,0.0
4811,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,5,4,4,1,0.0,0,280.0,930.0,7.4,40.0,0,4,0.0,2335,0.0
4813,new,3.Silver,1.Bay Area,Web Frontend,p1,7,8,5,2,0.0,0,166.0,80.0,13.0,40.0,0,1,0.0,1657,0.0
4814,new,3.Silver,2.Rest of US,Full Stack,p1,7,7,5,2,0.0,0,0.0,3279.0,13.0,40.0,0,1,0.0,1663,0.0
4815,new,3.Silver,2.Rest of US,Full Stack,p1,9,8,2,7,0.0,0,1274.0,13.0,13.0,40.0,0,1,0.0,1665,0.0
4817,new,3.Silver,2.Rest of US,Full Stack,p1,9,10,6,4,0.0,6.0,1.0,1502.0,13.0,40.0,0,1,0.0,1664,0.0
4818,new,3.Silver,,Full Stack,p0,13,7,4,9,8.0,0,263.0,0,13.0,40.0,0,1,1.0,1666,1.0
4819,existing,3.Silver,,Full Stack,p1,6,6,4,2,0.0,1525.0,394.0,6270.0,6.5,40.0,0,5,0.0,2916,0.0
4820,new,3.Silver,2.Rest of US,Full Stack,p1,5,6,4,1,5.0,479.0,1724.0,2831.0,13.0,40.0,0,4,0.0,3852,0.0
4821,new,3.Silver,2.Rest of US,Web Backend,p1,5,5,1,4,4228.0,2.0,13071.0,781.0,13.0,40.0,0,0,0.0,1757,0.0
4823,new,3.Silver,1.Bay Area,Full Stack,p1,4,5,2,2,105.0,0,12001.0,3232.0,14.7,40.0,0,4,0.0,1829,0.0
4824,new,2.Gold,1.Bay Area,Full Stack,p0,5,0,4,1,0.0,0,0.0,5789.0,22.2,40.0,0,2,0.0,1830,0.0
4825,new,3.Silver,2.Rest of US,Machine Learning,p1,8,10,4,4,2.0,0,774.0,14.0,13.0,40.0,0,1,0.0,7652,0.0
4826,new,3.Silver,2.Rest of US,Machine Learning,p0,8,6,2,6,0.0,0,910.0,4.0,13.0,40.0,0,1,0.0,1831,0.0
4827,new,2.Gold,1.Bay Area,,p0,7,5,3,4,0.0,0,7.0,3.0,22.2,40.0,0,2,0.0,6616,0.0
4828,new,4.Bronze,1.Bay Area,Web Backend,p0,6,5,2,4,0.0,12.0,48.0,449.0,11.5,40.0,0,4,0.0,1872,0.0
4829,new,4.Bronze,1.Bay Area,Web Backend,p0,6,5,2,4,0.0,12.0,48.0,449.0,11.5,40.0,0,4,0.0,1871,0.0
4830,existing,3.Silver,2.Rest of US,Data Engineering,p1,4,2,3,2,0.0,0,369.0,1070.0,6.5,40.0,0,4,1.0,5494,1.0
4831,existing,3.Silver,2.Rest of US,Full Stack,p1,5,3,2,3,0.0,0,340.0,1357.0,6.5,40.0,0,4,1.0,2206,1.0
4832,new,3.Silver,2.Rest of US,Web Frontend,p0,5,6,2,3,85.0,43.0,3844.0,2057.0,13.0,40.0,0,4,1.0,1879,1.0
4833,new,3.Silver,2.Rest of US,Full Stack,p1,4,5,3,2,197.0,1410.0,1964.0,10025.0,13.0,40.0,0,4,0.0,1930,0.0
4838,new,3.Silver,2.Rest of US,Fullstack (FE-heavy),p1,3,3,2,1,627.0,369.0,3121.0,4093.0,13.0,40.0,0,4,0.0,1939,0.0
4840,new,3.Silver,2.Rest of US,,p2,3,4,2,1,0.0,6922.0,2252.0,16794.0,13.0,40.0,0,4,0.0,1950,0.0
4841,new,3.Silver,2.Rest of US,Web Frontend,p1,6,7,3,3,0.0,222.0,2823.0,1978.0,14.7,40.0,0,4,0.0,1957,0.0
4842,new,3.Silver,2.Rest of US,Web Frontend,p1,2,1,2,0,0.0,No Nice have skill,7.0,No Nice have skill,13.0,40.0,0,3,0.0,1982,0.0
4843,new,3.Silver,2.Rest of US,Web Backend,p1,9,7,2,7,0.0,0,20.0,0,13.0,40.0,0,1,1.0,1983,1.0
4844,new,3.Silver,2.Rest of US,Full Stack,p1,4,3,3,1,0.0,509.0,70.0,641.0,13.0,40.0,0,3,0.0,1984,0.0
4845,new,3.Silver,2.Rest of US,Web Backend,p1,5,4,3,2,7.0,0,46.0,1033.0,13.0,40.0,0,4,0.0,1986,0.0
4848,new,3.Silver,2.Rest of US,Data Engineering,p0,3,3,2,1,0.0,148.0,3329.0,11204.0,13.0,40.0,0,4,0.0,2054,0.0
4849,new,3.Silver,2.Rest of US,Full Stack,p0,5,7,4,1,0.0,148.0,1106.0,11204.0,13.0,40.0,0,4,0.0,2055,0.0
4850,new,4.Bronze,1.Bay Area,Full Stack,p0,4,4,3,1,0.0,148.0,68.0,11204.0,11.5,20.0,0,4,1.0,2081,1.0
4851,new,3.Silver,2.Rest of US,Mobile,p1,3,2,2,1,284.0,0,1716.0,5965.0,13.0,40.0,0,4,0.0,2092,0.0
4852,new,3.Silver,2.Rest of US,Fullstack (FE-heavy),p1,6,6,2,4,105.0,0,12001.0,869.0,13.0,40.0,0,4,0.0,2094,0.0
4853,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p1,5,4,2,3,825.0,0,7895.0,217.0,13.0,40.0,0,4,0.0,2093,0.0
4854,new,3.Silver,2.Rest of US,Mobile,p1,1,1,1,0,873.0,No Nice have skill,1877.0,No Nice have skill,13.0,40.0,0,3,0.0,2091,0.0
4856,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p1,7,6,7,0,0.0,No Nice have skill,11.0,No Nice have skill,13.0,40.0,0,2,0.0,2134,0.0
4857,new,3.Silver,2.Rest of US,Web Backend,p1,6,5,6,0,0.0,No Nice have skill,0.0,No Nice have skill,13.0,40.0,0,3,0.0,2146,0.0
4858,new,3.Silver,2.Rest of US,Web Frontend,p1,3,5,3,0,29.0,No Nice have skill,4947.0,No Nice have skill,13.0,40.0,0,3,0.0,2147,0.0
4859,new,4.Bronze,1.Bay Area,Backend Systems,p1,5,2,2,3,0.0,0,3329.0,16.0,11.5,40.0,0,4,0.0,2161,0.0
4860,new,4.Bronze,,Backend Systems,p1,5,3,3,2,0.0,0,873.0,622.0,7.4,40.0,0,4,0.0,2162,0.0
4862,new,4.Bronze,2.Rest of US,Mobile,p0,5,4,4,1,0.0,6922.0,17.0,8131.0,7.4,40.0,0,3,1.0,2205,1.0
4863,new,3.Silver,2.Rest of US,Data Engineering,p1,3,4,3,0,11.0,No Nice have skill,341.0,No Nice have skill,13.0,40.0,0,3,0.0,2270,0.0
4864,new,3.Silver,2.Rest of US,Web Frontend,p1,5,6,3,2,22.0,178.0,603.0,11545.0,13.0,40.0,0,4,1.0,2294,1.0
4865,new,4.Bronze,2.Rest of US,Web Frontend,p0,4,4,4,0,0.0,No Nice have skill,26.0,No Nice have skill,7.4,40.0,0,3,0.0,2337,0.0
4866,new,3.Silver,1.Bay Area,Full Stack,p0,7,9,5,3,6.0,6.0,1657.0,2386.0,14.7,40.0,0,1,0.0,2338,0.0
4867,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,5,6,2,3,206.0,3.0,5914.0,820.0,7.4,40.0,0,4,0.0,2356,0.0
4868,new,3.Silver,2.Rest of US,Web Backend,p1,2,1,1,1,752.0,0,2923.0,265.0,13.0,40.0,0,4,0.0,2357,0.0
4869,new,4.Bronze,1.Bay Area,,p1,6,6,4,2,0.0,0,21.0,309.0,11.5,40.0,0,4,0.0,2359,0.0
4870,new,3.Silver,4.Others,Web Backend,p0,3,3,1,2,752.0,130.0,1103.0,425.0,0.9,40.0,0,4,1.0,2393,1.0
4871,new,3.Silver,4.Others,Web Backend,,4,3,4,0,1.0,No Nice have skill,24.0,No Nice have skill,0.9,40.0,0,3,0.0,2364,0.0
4873,new,4.Bronze,3.Top 30 GDP,Full Stack,p1,3,5,3,0,2.0,No Nice have skill,25.0,No Nice have skill,1.5,40.0,0,3,1.0,2394,1.0
4874,existing,4.Bronze,3.Top 30 GDP,Full Stack,p0,4,5,4,0,2.0,No Nice have skill,24.0,No Nice have skill,2.0,40.0,0,5,1.0,2515,1.0
4875,new,3.Silver,2.Rest of US,Data Engineering,p1,4,5,3,1,186.0,148.0,3066.0,11204.0,13.0,40.0,0,4,0.0,2395,0.0
4876,new,4.Bronze,,Web Frontend,p0,2,3,2,0,1479.0,No Nice have skill,6563.0,No Nice have skill,7.4,40.0,0,3,0.0,2744,0.0
4877,new,4.Bronze,,Web Frontend,p1,9,8,4,5,0.0,0,135.0,31.0,7.4,40.0,0,1,0.0,2556,0.0
4879,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,5,4,3,2,46.0,0,5439.0,196.0,7.4,40.0,0,4,0.0,2410,0.0
4880,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,5,4,5,0,0.0,No Nice have skill,110.0,No Nice have skill,7.4,40.0,0,3,1.0,2411,1.0
4881,new,3.Silver,2.Rest of US,Full Stack,p1,3,1,2,1,0.0,2728.0,21.0,9668.0,13.0,40.0,0,3,0.0,2412,0.0
4882,new,4.Bronze,3.Top 30 GDP,Fullstack (FE-heavy),p0,4,5,2,2,0.0,1479.0,467.0,6563.0,1.5,40.0,0,4,0.0,2423,0.0
4883,new,4.Bronze,2.Rest of US,Full Stack,p1,7,5,2,5,772.0,0,4504.0,3.0,7.4,40.0,0,4,0.0,2424,0.0
4884,existing,3.Silver,2.Rest of US,Web Frontend,p0,3,4,3,0,43.0,No Nice have skill,709.0,No Nice have skill,6.5,40.0,0,5,0.0,5025,0.0
4885,new,3.Silver,2.Rest of US,Web Frontend,p0,4,5,2,2,292.0,63.0,54.0,731.0,13.0,40.0,0,3,1.0,2425,1.0
4886,new,3.Silver,2.Rest of US,Web Backend,p0,4,4,3,1,70.0,0,163.0,134.0,13.0,40.0,0,4,1.0,2426,1.0
4887,new,4.Bronze,2.Rest of US,Web Backend,p0,5,5,5,0,1.0,No Nice have skill,22.0,No Nice have skill,7.4,40.0,0,3,0.0,2502,0.0
4888,new,3.Silver,2.Rest of US,Full Stack,p1,4,5,4,0,3.0,No Nice have skill,120.0,No Nice have skill,13.0,40.0,0,3,0.0,2512,0.0
4889,new,3.Silver,2.Rest of US,Full Stack,p1,8,6,5,3,0.0,0,275.0,28.0,13.0,40.0,0,1,0.0,2514,0.0
4890,new,3.Silver,2.Rest of US,Web Backend,p1,5,4,4,1,3.0,0,16.0,269.0,13.0,40.0,0,4,0.0,2513,0.0
4891,new,3.Silver,2.Rest of US,Mobile,p0,2,3,2,1,30.0,680.0,1150.0,5201.0,13.0,40.0,0,3,0.0,2539,0.0
4896,new,4.Bronze,1.Bay Area,Web Frontend,p0,3,4,2,1,105.0,0,12001.0,65.0,11.5,40.0,0,4,0.0,2585,0.0
4897,new,4.Bronze,1.Bay Area,,p1,4,6,3,1,50.0,560.0,8078.0,2959.0,11.5,40.0,0,4,1.0,2595,1.0
4898,new,3.Silver,2.Rest of US,Full Stack,p1,6,5,4,2,0.0,0,2.0,143.0,13.0,40.0,0,4,1.0,2596,1.0
4899,existing,3.Silver,2.Rest of US,Full Stack,p0,6,5,4,2,0.0,0,2.0,143.0,6.5,40.0,0,4,0.0,3186,0.0
4900,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,7,8,4,3,78.0,0,1939.0,3.0,7.4,40.0,0,1,0.0,2608,0.0
4901,new,2.Gold,2.Rest of US,Web Backend,p1,7,7,4,3,54.0,0,1213.0,50.0,22.2,40.0,0,2,0.0,2630,0.0
4902,new,2.Gold,2.Rest of US,Data Engineering,p0,7,6,3,4,60.0,0,96.0,2.0,23.4,40.0,0,2,1.0,2629,1.0
4903,new,2.Gold,2.Rest of US,Fullstack (BE-heavy),p0,7,7,4,3,1.0,0,122.0,36.0,22.2,40.0,0,2,0.0,2627,0.0
4904,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p0,4,5,2,2,645.0,0,3949.0,2252.0,7.4,40.0,0,4,1.0,2687,1.0
4905,existing,4.Bronze,2.Rest of US,,p0,6,7,3,3,254.0,0,2347.0,530.0,3.9,40.0,0,4,0.0,3711,0.0
4908,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p0,1,1,1,0,1442.0,No Nice have skill,4615.0,No Nice have skill,13.0,40.0,0,3,0.0,2690,0.0
4910,new,4.Bronze,1.Bay Area,Web Frontend,p1,4,5,4,0,29.0,No Nice have skill,6025.0,No Nice have skill,11.5,40.0,0,3,0.0,2691,0.0
4911,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,6,9,4,2,147.0,0,721.0,1112.0,7.4,40.0,0,4,0.0,2695,0.0
4912,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p0,5,4,4,1,0.0,0,5.0,1088.0,13.0,40.0,0,4,0.0,2768,0.0
4914,existing,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,2,2,2,0,13.0,No Nice have skill,92.0,No Nice have skill,3.9,40.0,0,5,0.0,3491,0.0
4915,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,2,2,2,0,13.0,No Nice have skill,92.0,No Nice have skill,7.4,40.0,0,3,1.0,2807,1.0
4916,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,2,2,2,0,13.0,No Nice have skill,92.0,No Nice have skill,7.4,40.0,0,3,1.0,3010,1.0
4917,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,5,6,5,0,3.0,No Nice have skill,22.0,No Nice have skill,7.4,40.0,0,3,0.0,2849,0.0
4918,new,4.Bronze,2.Rest of US,Full Stack,p0,4,5,4,0,0.0,No Nice have skill,4.0,No Nice have skill,7.4,40.0,0,3,0.0,2848,0.0
4919,existing,4.Bronze,2.Rest of US,Full Stack,p1,6,6,4,2,18.0,0,1168.0,777.0,7.4,40.0,0,5,0.0,3487,0.0
4920,new,4.Bronze,1.Bay Area,Full Stack,p1,6,6,4,2,18.0,0,1168.0,777.0,11.5,40.0,0,4,1.0,2851,1.0
4921,new,3.Silver,1.Bay Area,Web Frontend,p0,5,5,4,1,0.0,404.0,585.0,5247.0,14.7,40.0,0,2,0.0,2852,0.0
4922,new,3.Silver,2.Rest of US,Web Backend,p0,5,4,1,4,752.0,0,1103.0,13.0,13.0,40.0,0,4,0.0,2853,0.0
4923,new,4.Bronze,1.Bay Area,DevOps,p1,4,5,3,1,11.0,560.0,1781.0,2959.0,11.5,40.0,0,4,0.0,2891,0.0
4925,new,3.Silver,4.Others,Mobile,p0,2,2,1,1,1442.0,645.0,4615.0,1558.0,0.9,40.0,0,4,0.0,3084,0.0
4927,new,3.Silver,4.Others,Fullstack (BE-heavy),p0,2,3,1,1,645.0,4251.0,1558.0,15643.0,0.9,40.0,0,4,1.0,3099,1.0
4928,new,3.Silver,4.Others,Fullstack (BE-heavy),p0,3,5,1,2,645.0,439.0,1558.0,7364.0,0.9,40.0,0,3,1.0,2905,1.0
4929,new,4.Bronze,1.Bay Area,Machine Learning,p1,3,2,2,1,0.0,0,1135.0,193.0,11.5,40.0,0,4,0.0,2906,0.0
4930,new,3.Silver,2.Rest of US,Fullstack (FE-heavy),p1,9,7,5,4,19.0,0,2870.0,2.0,13.0,40.0,0,1,0.0,2921,0.0
4931,new,3.Silver,2.Rest of US,Data Engineering,p1,5,5,3,2,33.0,0,4256.0,106.0,13.0,40.0,0,4,0.0,3019,0.0
4932,existing,2.Gold,2.Rest of US,Backend Systems,p0,7,8,4,3,1.0,2.0,931.0,22.0,23.4,40.0,0,1,1.0,4483,1.0
4934,existing,2.Gold,2.Rest of US,Machine Learning,p0,7,8,6,1,0.0,515.0,23.0,1299.0,23.4,40.0,0,2,0.0,4482,0.0
4935,existing,2.Gold,2.Rest of US,,p0,4,4,1,3,9808.0,0,17893.0,610.0,23.4,40.0,0,0,1.0,4484,1.0
4936,existing,2.Gold,2.Rest of US,Fullstack (BE-heavy),p0,3,3,2,1,279.0,1125.0,157.0,6892.0,11.7,40.0,0,5,0.0,6123,0.0
4937,existing,2.Gold,2.Rest of US,,p0,4,4,1,3,9808.0,0,17893.0,610.0,11.7,40.0,0,0,1.0,5262,1.0
4938,existing,2.Gold,2.Rest of US,Web Backend,p0,6,5,5,1,0.0,883.0,63.0,9383.0,11.7,40.0,0,5,1.0,8703,1.0
4939,new,2.Gold,2.Rest of US,Backend Systems,p1,3,4,3,0,110.0,No Nice have skill,2810.0,No Nice have skill,23.4,40.0,0,2,1.0,2948,1.0
4940,new,2.Gold,2.Rest of US,Backend Systems,p1,7,9,2,5,673.0,0,4165.0,1.0,23.4,40.0,0,1,1.0,3314,1.0
4941,new,4.Bronze,1.Bay Area,Embedded Systems,p1,3,1,2,1,0.0,0,1012.0,259.0,11.5,20.0,0,4,0.0,2968,0.0
4942,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p1,5,5,2,3,29.0,0,103.0,127.0,13.0,40.0,0,4,0.0,2969,0.0
4943,new,4.Bronze,2.Rest of US,Data Engineering,p0,6,2,4,2,0.0,0,33.0,1369.0,7.4,40.0,0,4,0.0,2998,0.0
4944,existing,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,1,1,1,0,1864.0,No Nice have skill,485.0,No Nice have skill,7.4,40.0,0,5,0.0,3785,0.0
4945,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),,1,1,1,0,1864.0,No Nice have skill,485.0,No Nice have skill,7.4,40.0,0,3,1.0,3108,1.0
4948,new,4.Bronze,1.Bay Area,Fullstack (BE-heavy),p1,4,2,3,1,0.0,714.0,148.0,4022.0,11.5,40.0,0,3,0.0,3146,0.0
4949,new,3.Silver,2.Rest of US,Data Engineering,p0,3,2,2,1,0.0,369.0,116.0,4093.0,13.0,40.0,0,3,0.0,3147,0.0
4950,new,3.Silver,2.Rest of US,Full Stack,p0,3,3,3,0,25.0,No Nice have skill,874.0,No Nice have skill,13.0,40.0,0,3,0.0,3701,0.0
4951,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,8,9,1,7,4228.0,0,13071.0,0,7.4,40.0,0,1,0.0,3161,0.0
4952,new,4.Bronze,1.Bay Area,Web Frontend,p0,4,6,1,3,4251.0,0,15643.0,29.0,11.5,20.0,0,0,1.0,3176,1.0
4954,new,4.Bronze,,Web Frontend,p1,4,3,4,0,0.0,No Nice have skill,4306.0,No Nice have skill,7.4,40.0,0,3,0.0,3189,0.0
4955,new,3.Silver,2.Rest of US,Fullstack (FE-heavy),p1,6,6,5,1,0.0,184.0,272.0,167.0,13.0,40.0,0,4,0.0,3191,0.0
4956,new,4.Bronze,2.Rest of US,Data Engineering,p1,5,3,5,0,0.0,No Nice have skill,9.0,No Nice have skill,7.4,40.0,0,3,1.0,3204,1.0
4957,new,4.Bronze,2.Rest of US,Web Backend,,3,4,3,0,1.0,No Nice have skill,1687.0,No Nice have skill,7.4,40.0,0,3,1.0,3215,1.0
4958,existing,4.Bronze,2.Rest of US,Web Backend,p0,2,2,2,0,11.0,No Nice have skill,209.0,No Nice have skill,3.9,40.0,0,5,1.0,3611,1.0
4959,new,3.Silver,1.Bay Area,Web Backend,p1,5,5,2,3,0.0,2.0,382.0,516.0,14.7,40.0,0,4,0.0,3289,0.0
4960,new,2.Gold,2.Rest of US,Full Stack,p0,4,5,4,0,2.0,No Nice have skill,26.0,No Nice have skill,23.4,40.0,0,2,1.0,3334,1.0
4961,new,3.Silver,2.Rest of US,Fullstack (FE-heavy),p1,5,5,4,1,0.0,515.0,65.0,1299.0,13.0,40.0,0,4,0.0,3383,0.0
4962,new,3.Silver,1.Bay Area,Fullstack (BE-heavy),p1,4,5,2,3,17.0,40.0,247.0,1148.0,14.7,40.0,0,4,0.0,3408,0.0
4965,new,4.Bronze,3.Top 30 GDP,Data Engineering,p1,4,4,4,0,0.0,No Nice have skill,4.0,No Nice have skill,1.5,40.0,0,3,1.0,3989,1.0
4966,existing,4.Bronze,3.Top 30 GDP,Fullstack (BE-heavy),p0,2,2,2,0,237.0,No Nice have skill,94.0,No Nice have skill,2.0,20.0,0,5,1.0,9100,1.0
4967,new,3.Silver,2.Rest of US,Web Frontend,p0,2,3,2,0,1479.0,No Nice have skill,6563.0,No Nice have skill,13.0,40.0,0,3,0.0,3473,0.0
4968,new,3.Silver,2.Rest of US,Backend Systems,p0,9,5,4,5,0.0,0,22.0,71.0,13.0,40.0,0,1,0.0,3547,0.0
4969,new,3.Silver,2.Rest of US,Backend Systems,p0,9,5,4,5,0.0,0,421.0,7.0,13.0,40.0,0,1,1.0,3522,1.0
4970,new,3.Silver,2.Rest of US,Backend Systems,p0,11,9,5,6,0.0,0,58.0,15.0,13.0,40.0,0,1,0.0,3548,0.0
4972,new,3.Silver,2.Rest of US,Mobile,p0,4,1,1,3,873.0,0,1070.0,87.0,13.0,20.0,0,4,0.0,5334,0.0
4973,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p0,4,5,4,0,0.0,No Nice have skill,132.0,No Nice have skill,13.0,40.0,0,3,0.0,5319,0.0
4974,new,3.Silver,2.Rest of US,Other,p1,2,1,1,1,0.0,515.0,302.0,1299.0,13.0,40.0,0,4,0.0,3567,0.0
4975,new,4.Bronze,2.Rest of US,,p0,7,7,4,3,13.0,0,47.0,34.0,7.4,40.0,0,4,0.0,3569,0.0
4976,new,3.Silver,2.Rest of US,Web Backend,p0,6,6,4,2,0.0,84.0,8.0,1848.0,13.0,40.0,0,4,0.0,3571,0.0
4977,existing,4.Bronze,2.Rest of US,,p0,6,8,6,0,0.0,No Nice have skill,177.0,No Nice have skill,7.4,40.0,0,5,1.0,3834,1.0
4978,new,4.Bronze,2.Rest of US,,p0,6,8,5,2,0.0,137.0,381.0,4037.0,7.4,40.0,0,4,1.0,3674,1.0
4979,existing,4.Bronze,2.Rest of US,,p0,6,8,6,0,0.0,No Nice have skill,177.0,No Nice have skill,3.9,40.0,0,5,1.0,4032,1.0
4980,new,3.Silver,3.Top 30 GDP,Full Stack,p0,5,5,3,2,7.0,0,410.0,69.0,2.6,40.0,0,4,1.0,3866,1.0
4981,new,3.Silver,3.Top 30 GDP,Full Stack,p0,7,6,4,3,0.0,0,26.0,77.0,2.6,40.0,0,4,1.0,3708,1.0
4982,new,4.Bronze,1.Bay Area,Web Frontend,p0,4,4,4,0,0.0,No Nice have skill,195.0,No Nice have skill,11.5,40.0,0,3,0.0,3722,0.0
4983,new,4.Bronze,4.Others,Full Stack,p1,4,4,3,1,0.0,436.0,3.0,21126.0,0.5,40.0,0,4,0.0,3743,0.0
4984,new,4.Bronze,2.Rest of US,Full Stack,p1,6,7,3,3,0.0,0,77.0,20.0,7.4,40.0,0,4,1.0,3752,1.0
4985,new,4.Bronze,1.Bay Area,Data Engineering,p1,7,6,4,3,0.0,0,230.0,163.0,11.5,40.0,0,1,0.0,3816,0.0
4986,new,4.Bronze,1.Bay Area,Fullstack (BE-heavy),p1,5,6,5,0,0.0,No Nice have skill,55.0,No Nice have skill,11.5,40.0,0,3,0.0,3815,0.0
4987,new,4.Bronze,1.Bay Area,Data Engineering,p0,9,7,6,3,0.0,20.0,1.0,2246.0,11.5,40.0,0,1,0.0,3849,0.0
4988,new,4.Bronze,2.Rest of US,Backend Systems,p1,7,7,6,1,0.0,0,38.0,5340.0,7.4,40.0,0,4,0.0,3818,0.0
4989,new,4.Bronze,1.Bay Area,Web Backend,p0,8,6,5,3,0.0,0,1.0,24.0,11.5,40.0,0,1,0.0,3850,0.0
4990,new,4.Bronze,1.Bay Area,Web Frontend,p0,8,8,6,2,0.0,20.0,14.0,31.0,11.5,40.0,0,1,0.0,3851,0.0
