,must_have_skill_ids_tuple,must_have_skill_names,job_id,passed_must_have_skill total_devs,passed_must_have_skill Elite,passed_must_have_skill High Quality,passed_must_have_skill Average,passed_must_have_skill Low Quality,passed_must_have_skill Low Experience
1702,"(20, 433, 1408, 1615)",['API Integrations  ' 'AWS' 'JSON Schema' 'Python'],1,0.0,,,,,
1703,"(20, 433, 2031)",['AWS' 'Python' 'React'],6,4.0,4.0,,,,
1704,"(20, 433, 2036)",['AWS' 'Angular' 'Python'],1,1.0,1.0,,,,
1705,"(20, 433, 2050)",['AWS' 'Python' 'Python(Django)'],1,9.0,6.0,2.0,,1.0,
1706,"(20, 433, 2094)",['AWS' 'Data Engineer' 'Python'],1,15.0,8.0,5.0,,1.0,1.0
1707,"(20, 433, 2096)",['AWS' 'Go' 'Python'],1,4.0,3.0,,,1.0,
1708,"(20, 433, 495)",['AJAX ' 'AWS' 'Python'],1,0.0,,,,,
1709,"(20, 433, 677)",['AWS' 'Database Administration' 'Python'],1,0.0,,,,,
1710,"(20, 433, 836)",['AWS' 'AWS DevOps' 'Python'],1,35.0,16.0,16.0,1.0,1.0,1.0
1711,"(20, 44, 55, 61, 63, 70)",['CI/CD' 'Docker' 'Firewalls' 'GCP' 'Kubernetes' 'Python'],1,0.0,,,,,
1712,"(20, 449)",['Python' 'WebScrape'],1,0.0,,,,,
1713,"(20, 467, 558, 559, 1300)",['Azure Data Lake' 'Azure Databricks' 'ETL' 'Power BI' 'Python'],1,0.0,,,,,
1714,"(20, 475, 1196)",['Finance' 'Python' 'Solidity'],1,0.0,,,,,
1715,"(20, 52, 104, 114, 168, 221, 223, 250, 268)","['Amazon Redshift' 'Hadoop' 'Machine Learning' 'Python' 'SQL' 'Scala'
 'Shell Scripting' 'Spark' 'Tensorflow']",1,0.0,,,,,
1716,"(20, 526, 2087)","['PHP, Laravel' 'Python' 'WordPress']",1,16.0,11.0,3.0,,1.0,1.0
1717,"(20, 53, 54, 61, 111, 433)","['AWS' 'DevOps' 'Kubernetes' 'Python' 'REST/RESTful APIs'
 'System Monitoring Tools']",1,0.0,,,,,
1718,"(20, 54)",['DevOps' 'Python'],7,0.0,,,,,
1719,"(20, 54, 107)",['CSS' 'DevOps' 'Python'],1,0.0,,,,,
1720,"(20, 54, 114)",['DevOps' 'Python' 'SQL'],2,0.0,,,,,
1721,"(20, 54, 114, 433)",['AWS' 'DevOps' 'Python' 'SQL'],2,0.0,,,,,
1722,"(20, 54, 114, 836)",['AWS DevOps' 'DevOps' 'Python' 'SQL'],2,0.0,,,,,
1723,"(20, 54, 116)",['DevOps' 'MongoDB' 'Python'],1,0.0,,,,,
1724,"(20, 54, 120)",['DevOps' 'Node.js' 'Python'],1,0.0,,,,,
1725,"(20, 54, 158)",['DevOps' 'Python' 'Typescript'],1,0.0,,,,,
1726,"(20, 54, 166, 305, 433)",['AWS' 'DevOps' 'Linux ' 'Microservices' 'Python'],1,0.0,,,,,
1727,"(20, 54, 171, 433)",['AWS' 'DevOps' 'EC2' 'Python'],1,0.0,,,,,
1728,"(20, 54, 268)",['DevOps' 'Machine Learning' 'Python'],1,0.0,,,,,
1729,"(20, 54, 411)",['Data Science' 'DevOps' 'Python'],1,0.0,,,,,
1730,"(20, 54, 433)",['AWS' 'DevOps' 'Python'],1,0.0,,,,,
1731,"(20, 54, 433, 2031)",['AWS' 'DevOps' 'Python' 'React'],1,0.0,,,,,
1732,"(20, 54, 55, 60, 80, 86)","['DevOps' 'Docker' 'Google Cloud Platform' 'PostgreSQL' 'Python'
 'Terraform']",1,0.0,,,,,
1733,"(20, 54, 55, 61, 433)",['AWS' 'DevOps' 'Docker' 'Kubernetes' 'Python'],1,0.0,,,,,
1734,"(20, 54, 61)",['DevOps' 'Kubernetes' 'Python'],3,0.0,,,,,
1735,"(20, 54, 61, 62, 63, 80, 268, 433, 558)","['AWS' 'Ansible' 'Azure Databricks' 'CI/CD' 'DevOps' 'Kubernetes'
 'Machine Learning' 'Python' 'Terraform']",1,0.0,,,,,
1736,"(20, 54, 61, 63, 111, 249)",['CI/CD' 'Cloud' 'DevOps' 'Kubernetes' 'Python' 'REST/RESTful APIs'],1,0.0,,,,,
1737,"(20, 54, 63, 433)",['AWS' 'CI/CD' 'DevOps' 'Python'],1,0.0,,,,,
1738,"(20, 54, 63, 70, 80, 88, 93, 120, 166, 175, 287)","['CI/CD' 'Chef' 'DevOps' 'GCP' 'JavaScript' 'Linux ' 'NoSQL' 'Node.js'
 'Puppet' 'Python' 'Terraform']",1,0.0,,,,,
1739,"(20, 54, 63, 80, 433)",['AWS' 'CI/CD' 'DevOps' 'Python' 'Terraform'],1,0.0,,,,,
1740,"(20, 54, 70)",['DevOps' 'GCP' 'Python'],1,0.0,,,,,
1741,"(20, 54, 93, 120)",['DevOps' 'JavaScript' 'Node.js' 'Python'],1,0.0,,,,,
1742,"(20, 55, 111, 114, 287)",['Docker' 'NoSQL' 'Python' 'REST/RESTful APIs' 'SQL'],1,0.0,,,,,
1743,"(20, 55, 114, 1013)",['AWS Lambda' 'Docker' 'Python' 'SQL'],2,24.0,16.0,7.0,,,1.0
1744,"(20, 55, 114, 433)",['AWS' 'Docker' 'Python' 'SQL'],2,11.0,8.0,3.0,,,
1745,"(20, 55, 125, 258, 305)",['API Design' 'Docker' 'Git' 'Microservices' 'Python'],1,0.0,,,,,
1746,"(20, 55, 166, 249)",['Cloud' 'Docker' 'Linux ' 'Python'],1,0.0,,,,,
1747,"(20, 55, 168, 221, 242)",['Airflow' 'Docker' 'Hadoop' 'Python' 'Spark'],1,0.0,,,,,
1748,"(20, 55, 174, 221, 433)",['AWS' 'Docker' 'Python' 'Spark' 'Unix'],1,0.0,,,,,
1749,"(20, 55, 2031)",['Docker' 'Python' 'React'],1,110.0,65.0,34.0,2.0,,9.0
1750,"(20, 55, 242, 433)",['AWS' 'Airflow' 'Docker' 'Python'],1,0.0,,,,,
1751,"(20, 55, 60, 61, 114, 268, 2097)","['BigQuery' 'Docker' 'Google Cloud Platform' 'Kubernetes'
 'Machine Learning' 'Python' 'SQL']",1,0.0,,,,,
1752,"(20, 55, 61)",['Docker' 'Kubernetes' 'Python'],1,151.0,44.0,69.0,6.0,,32.0
1753,"(20, 55, 61, 113, 249, 278, 287, 433, 1299)","['AWS' 'Back-End Development' 'Cloud' 'Docker' 'Kubernetes' 'MySQL'
 'NoSQL' 'Python' 'SaaS']",1,0.0,,,,,
1754,"(20, 55, 61, 166, 174, 2115)",['Docker' 'Kubernetes' 'Linux ' 'Python' 'QA' 'Unix'],1,0.0,,,,,
1755,"(20, 55, 61, 1943)",['Azure DevOps' 'Docker' 'Kubernetes' 'Python'],1,0.0,,,,,
1756,"(20, 55, 61, 249)",['Cloud' 'Docker' 'Kubernetes' 'Python'],1,0.0,,,,,
1757,"(20, 55, 61, 268, 1943)",['Azure DevOps' 'Docker' 'Kubernetes' 'Machine Learning' 'Python'],1,0.0,,,,,
1758,"(20, 55, 61, 433)",['AWS' 'Docker' 'Kubernetes' 'Python'],1,9.0,6.0,3.0,,,
1759,"(20, 55, 61, 63, 104, 296, 433)",['AWS' 'CI/CD' 'Docker' 'Kubernetes' 'Python' 'Scala' 'System Design'],1,0.0,,,,,
1760,"(20, 55, 61, 70, 111, 114, 287)",['Docker' 'GCP' 'Kubernetes' 'NoSQL' 'Python' 'REST/RESTful APIs' 'SQL'],1,0.0,,,,,
1761,"(20, 55, 61, 76, 114, 1013)",['AWS Lambda' 'Docker' 'ElasticSearch' 'Kubernetes' 'Python' 'SQL'],1,0.0,,,,,
1762,"(20, 55, 61, 80, 1013)",['AWS Lambda' 'Docker' 'Kubernetes' 'Python' 'Terraform'],1,0.0,,,,,
1763,"(20, 55, 61, 91, 305, 388)",['.NET Core' 'C#' 'Docker' 'Kubernetes' 'Microservices' 'Python'],1,0.0,,,,,
1764,"(20, 55, 63, 111, 114, 359, 433)",['AWS' 'CI/CD' 'Docker' 'Jenkins' 'Python' 'REST/RESTful APIs' 'SQL'],1,0.0,,,,,
1765,"(20, 55, 63, 305, 1059)",['CI/CD' 'Docker' 'Microservices' 'Python' 'Web API'],1,0.0,,,,,
1766,"(20, 55, 63, 433)",['AWS' 'CI/CD' 'Docker' 'Python'],1,0.0,,,,,
1767,"(20, 55, 67, 250)",['Amazon Redshift' 'Docker' 'Kafka' 'Python'],1,0.0,,,,,
1768,"(20, 55, 73, 433)",['AWS' 'Docker' 'GitHub' 'Python'],2,0.0,,,,,
1769,"(20, 55, 80, 433)",['AWS' 'Docker' 'Python' 'Terraform'],1,0.0,,,,,
1770,"(20, 55, 836)",['AWS DevOps' 'Docker' 'Python'],1,221.0,69.0,113.0,5.0,,34.0
1771,"(20, 55, 86)",['Docker' 'PostgreSQL' 'Python'],1,445.0,124.0,206.0,10.0,1.0,104.0
1772,"(20, 55, 87, 114, 287)",['Docker' 'NoSQL' 'Python' 'Redis' 'SQL'],1,0.0,,,,,
1773,"(20, 55, 93, 158, 2133)",['AWS Operations' 'Docker' 'JavaScript' 'Python' 'Typescript'],1,0.0,,,,,
1774,"(20, 558, 559)",['Azure Data Lake' 'Azure Databricks' 'Python'],1,0.0,,,,,
1775,"(20, 568, 2067)",['Android/Kotlin' 'Python' 'iOS - Swift'],1,2.0,1.0,,,,1.0
1776,"(20, 60, 114, 268, 411, 2097)","['BigQuery' 'Data Science' 'Google Cloud Platform' 'Machine Learning'
 'Python' 'SQL']",1,0.0,,,,,
1777,"(20, 60, 120, 159, 232)",['DynamoDB' 'Google Cloud Platform' 'GraphQL' 'Node.js' 'Python'],1,0.0,,,,,
1778,"(20, 60, 193, 268, 411, 1300)","['Computer Vision' 'Data Science' 'ETL' 'Google Cloud Platform'
 'Machine Learning' 'Python']",1,0.0,,,,,
1779,"(20, 60, 194, 268)","['Google Cloud Platform' 'Machine Learning'
 'Natural Language Processing (NLP)' 'Python']",1,0.0,,,,,
1780,"(20, 60, 355)",['Google Cloud Platform' 'Python' 'Web Architecture'],1,0.0,,,,,
1781,"(20, 60, 61, 114, 287)",['Google Cloud Platform' 'Kubernetes' 'NoSQL' 'Python' 'SQL'],1,0.0,,,,,
1782,"(20, 60, 93, 2031)",['Google Cloud Platform' 'JavaScript' 'Python' 'React'],1,0.0,,,,,
1783,"(20, 61)",['Kubernetes' 'Python'],2,253.0,62.0,107.0,12.0,2.0,70.0
1784,"(20, 61, 114, 2062)",['ASP.NET/C#' 'Kubernetes' 'Python' 'SQL'],1,2.0,2.0,,,,
1785,"(20, 61, 114, 242, 351, 394, 433)","['AWS' 'Airflow' 'Data Analysis' 'Data Modeling' 'Kubernetes' 'Python'
 'SQL']",1,0.0,,,,,
1786,"(20, 61, 114, 249, 328)",['Cloud' 'Kubernetes' 'Python' 'SQL' 'Third party APIs'],1,0.0,,,,,
1787,"(20, 61, 114, 433)",['AWS' 'Kubernetes' 'Python' 'SQL'],1,8.0,6.0,2.0,,,
1788,"(20, 61, 114, 980)",['Kubernetes' 'Python' 'REST APIs Testing' 'SQL'],1,0.0,,,,,
1789,"(20, 61, 120)",['Kubernetes' 'Node.js' 'Python'],1,22.0,17.0,4.0,1.0,,
1790,"(20, 61, 2092)",['Data Pipelines' 'Kubernetes' 'Python'],1,0.0,,,,,
1791,"(20, 61, 249)",['Cloud' 'Kubernetes' 'Python'],2,0.0,,,,,
1792,"(20, 61, 433)",['AWS' 'Kubernetes' 'Python'],1,13.0,7.0,5.0,,,1.0
1793,"(20, 61, 63)",['CI/CD' 'Kubernetes' 'Python'],1,0.0,,,,,
1794,"(20, 61, 63, 166, 433)",['AWS' 'CI/CD' 'Kubernetes' 'Linux ' 'Python'],1,0.0,,,,,
1795,"(20, 61, 67, 86)",['Kafka' 'Kubernetes' 'PostgreSQL' 'Python'],1,0.0,,,,,
1796,"(20, 61, 70)",['GCP' 'Kubernetes' 'Python'],1,0.0,,,,,
1797,"(20, 61, 80, 433)",['AWS' 'Kubernetes' 'Python' 'Terraform'],1,0.0,,,,,
1798,"(20, 62, 80, 433)",['AWS' 'Ansible' 'Python' 'Terraform'],1,0.0,,,,,
1799,"(20, 63, 114, 221, 242, 328, 433, 558)","['AWS' 'Airflow' 'Azure Databricks' 'CI/CD' 'Python' 'SQL' 'Spark'
 'Third party APIs']",1,0.0,,,,,
1800,"(20, 63, 114, 287, 433, 980)",['AWS' 'CI/CD' 'NoSQL' 'Python' 'REST APIs Testing' 'SQL'],1,0.0,,,,,
1801,"(20, 63, 122)",['CI/CD' 'Python' 'Vue.js'],1,0.0,,,,,
1802,"(20, 63, 1397)",['AngularJS' 'CI/CD' 'Python'],1,0.0,,,,,
1803,"(20, 63, 158, 249, 2031, 2096)",['CI/CD' 'Cloud' 'Go' 'Python' 'React' 'Typescript'],1,0.0,,,,,
1804,"(20, 63, 242, 268)",['Airflow' 'CI/CD' 'Machine Learning' 'Python'],1,0.0,,,,,
1805,"(20, 63, 278, 433)",['AWS' 'CI/CD' 'Python' 'SaaS'],1,0.0,,,,,
1806,"(20, 63, 328, 836)",['AWS DevOps' 'CI/CD' 'Python' 'Third party APIs'],1,0.0,,,,,
1807,"(20, 63, 70, 132)",['CI/CD' 'Firebase' 'GCP' 'Python'],1,0.0,,,,,
1808,"(20, 63, 70, 85, 86, 158, 1250, 1300, 2031, 2096)","['CI/CD' 'ETL' 'GCP' 'GitLab' 'Go' 'Grafana' 'PostgreSQL' 'Python' 'React'
 'Typescript']",1,0.0,,,,,
1809,"(20, 63, 70, 86, 120, 132, 166)",['CI/CD' 'Firebase' 'GCP' 'Linux ' 'Node.js' 'PostgreSQL' 'Python'],1,0.0,,,,,
1810,"(20, 63, 720)",['AWS Solutions Architecture' 'CI/CD' 'Python'],1,0.0,,,,,
1811,"(20, 63, 73, 113, 120, 2031)",['CI/CD' 'GitHub' 'MySQL' 'Node.js' 'Python' 'React'],1,0.0,,,,,
1812,"(20, 63, 80, 268, 836)",['AWS DevOps' 'CI/CD' 'Machine Learning' 'Python' 'Terraform'],1,0.0,,,,,
1813,"(20, 63, 836)",['AWS DevOps' 'CI/CD' 'Python'],1,0.0,,,,,
1814,"(20, 63, 93, 124, 158, 433, 2031)","['AWS' 'CI/CD' 'JavaScript' 'Python' 'React' 'Software Architecture'
 'Typescript']",1,0.0,,,,,
1815,"(20, 63, 93, 433)",['AWS' 'CI/CD' 'JavaScript' 'Python'],1,0.0,,,,,
1816,"(20, 66, 70, 86, 114, 221, 242, 287)",['Airflow' 'Cassandra' 'GCP' 'NoSQL' 'PostgreSQL' 'Python' 'SQL' 'Spark'],1,0.0,,,,,
1817,"(20, 67, 104, 114, 116, 433)",['AWS' 'Kafka' 'MongoDB' 'Python' 'SQL' 'Scala'],1,0.0,,,,,
1818,"(20, 67, 80, 158, 305, 433)",['AWS' 'Kafka' 'Microservices' 'Python' 'Terraform' 'Typescript'],1,0.0,,,,,
1819,"(20, 69, 158, 2036)",['Angular' 'Azure' 'Python' 'Typescript'],1,4.0,4.0,,,,
1820,"(20, 69, 166)",['Azure' 'Linux ' 'Python'],1,0.0,,,,,
1821,"(20, 69, 221)",['Azure' 'Python' 'Spark'],1,3.0,1.0,1.0,,,1.0
1822,"(20, 69, 86, 433)",['AWS' 'Azure' 'PostgreSQL' 'Python'],1,2.0,1.0,,,1.0,
1823,"(20, 70)",['GCP' 'Python'],3,0.0,,,,,
1824,"(20, 70, 116, 120, 282, 2031)",['Express.js' 'GCP' 'MongoDB' 'Node.js' 'Python' 'React'],1,0.0,,,,,
1825,"(20, 70, 2087)","['GCP' 'PHP, Laravel' 'Python']",5,0.0,,,,,
1826,"(20, 70, 221)",['GCP' 'Python' 'Spark'],1,0.0,,,,,
1827,"(20, 70, 73, 86)",['GCP' 'GitHub' 'PostgreSQL' 'Python'],1,0.0,,,,,
1828,"(20, 70, 93, 120, 122, 2031)",['GCP' 'JavaScript' 'Node.js' 'Python' 'React' 'Vue.js'],1,0.0,,,,,
1829,"(20, 70, 93, 120, 268, 433)",['AWS' 'GCP' 'JavaScript' 'Machine Learning' 'Node.js' 'Python'],1,0.0,,,,,
1830,"(20, 71, 341, 1615)",['API Integrations  ' 'Atlassian' 'Jira' 'Python'],1,0.0,,,,,
1831,"(20, 710)",['Python' 'Python for Data Science'],2,9939.0,568.0,2169.0,869.0,619.0,5714.0
1832,"(20, 720)",['AWS Solutions Architecture' 'Python'],2,631.0,140.0,298.0,26.0,11.0,156.0
1833,"(20, 720, 2036)",['AWS Solutions Architecture' 'Angular' 'Python'],1,23.0,13.0,9.0,,1.0,
1834,"(20, 720, 2091)",['AWS Solutions Architecture' 'Data Engineering' 'Python'],1,127.0,43.0,68.0,,,16.0
1835,"(20, 73)",['GitHub' 'Python'],1,0.0,,,,,
1836,"(20, 73, 159, 433)",['AWS' 'GitHub' 'GraphQL' 'Python'],1,0.0,,,,,
1837,"(20, 73, 86, 122)",['GitHub' 'PostgreSQL' 'Python' 'Vue.js'],3,0.0,,,,,
1838,"(20, 76)",['ElasticSearch' 'Python'],1,0.0,,,,,
1839,"(20, 79, 193, 222, 223)",['Computer Vision' 'Keras' 'Python' 'Tensorflow' 'Zookeeper'],1,0.0,,,,,
1840,"(20, 80)",['Python' 'Terraform'],4,0.0,,,,,
1841,"(20, 80, 114)",['Python' 'SQL' 'Terraform'],1,0.0,,,,,
1842,"(20, 80, 166, 433, 1013)",['AWS' 'AWS Lambda' 'Linux ' 'Python' 'Terraform'],1,0.0,,,,,
1843,"(20, 80, 249, 433)",['AWS' 'Cloud' 'Python' 'Terraform'],1,0.0,,,,,
1844,"(20, 80, 720)",['AWS Solutions Architecture' 'Python' 'Terraform'],1,0.0,,,,,
1845,"(20, 836)",['AWS DevOps' 'Python'],5,631.0,140.0,298.0,26.0,11.0,156.0
1846,"(20, 836, 1013)",['AWS DevOps' 'AWS Lambda' 'Python'],2,103.0,33.0,45.0,3.0,,22.0
1847,"(20, 836, 1059)",['AWS DevOps' 'Python' 'Web API'],2,0.0,,,,,
1848,"(20, 836, 2050)",['AWS DevOps' 'Python' 'Python(Django)'],1,115.0,41.0,58.0,1.0,,15.0
1849,"(20, 86)",['PostgreSQL' 'Python'],7,2980.0,358.0,949.0,133.0,30.0,1510.0
1850,"(20, 86, 1013)",['AWS Lambda' 'PostgreSQL' 'Python'],1,46.0,23.0,17.0,2.0,,4.0
1851,"(20, 86, 113, 120)",['MySQL' 'Node.js' 'PostgreSQL' 'Python'],1,187.0,119.0,60.0,,2.0,6.0
1852,"(20, 86, 114, 1160, 1380)",['PostgreSQL' 'Postman' 'Python' 'SQL' 'Visual Studio'],1,0.0,,,,,
1853,"(20, 86, 116)",['MongoDB' 'PostgreSQL' 'Python'],1,115.0,63.0,38.0,,1.0,13.0
1854,"(20, 86, 116, 1367, 2050)",['Django Rest Framework' 'MongoDB' 'PostgreSQL' 'Python' 'Python(Django)'],1,24.0,17.0,3.0,,1.0,3.0
1855,"(20, 86, 120, 158, 614, 2031)",['Figma' 'Node.js' 'PostgreSQL' 'Python' 'React' 'Typescript'],1,0.0,,,,,
1856,"(20, 86, 122, 1710)",['Nuxt.js' 'PostgreSQL' 'Python' 'Vue.js'],1,3.0,2.0,,,1.0,
1857,"(20, 86, 1403, 1855, 2127)",['AWS Cognito' 'Angular 2+' 'PostgreSQL' 'Python' 'Serverless'],1,0.0,,,,,
1858,"(20, 86, 2031)",['PostgreSQL' 'Python' 'React'],5,114.0,79.0,26.0,,,9.0
1859,"(20, 86, 2096)",['Go' 'PostgreSQL' 'Python'],1,60.0,36.0,13.0,,1.0,10.0
1860,"(20, 86, 2127)",['PostgreSQL' 'Python' 'Serverless'],1,0.0,,,,,
1861,"(20, 86, 2136)",['GCP AppEngine' 'PostgreSQL' 'Python'],1,0.0,,,,,
1862,"(20, 86, 223)",['PostgreSQL' 'Python' 'Tensorflow'],1,81.0,22.0,35.0,2.0,2.0,20.0
1863,"(20, 86, 250, 598, 2031)",['Amazon Redshift' 'Javascript ES6' 'PostgreSQL' 'Python' 'React'],2,0.0,,,,,
1864,"(20, 86, 305, 433)",['AWS' 'Microservices' 'PostgreSQL' 'Python'],1,0.0,,,,,
1865,"(20, 86, 433)",['AWS' 'PostgreSQL' 'Python'],1,36.0,16.0,17.0,,1.0,2.0
1866,"(20, 86, 87, 113)",['MySQL' 'PostgreSQL' 'Python' 'Redis'],1,57.0,32.0,19.0,1.0,1.0,4.0
1867,"(20, 86, 91, 388)",['.NET Core' 'C#' 'PostgreSQL' 'Python'],1,0.0,,,,,
1868,"(20, 86, 93, 107, 387)",['CSS' 'HTML' 'JavaScript' 'PostgreSQL' 'Python'],1,6.0,6.0,,,,
1869,"(20, 86, 93, 113, 120, 158, 433, 1938)","['AWS' 'JavaScript' 'MySQL' 'Node.js' 'PostgreSQL' 'Python' 'Typescript'
 'UX Design']",1,0.0,,,,,
1870,"(20, 86, 93, 268, 433)",['AWS' 'JavaScript' 'Machine Learning' 'PostgreSQL' 'Python'],1,0.0,,,,,
1871,"(20, 86, 93, 397)",['Data Migration' 'JavaScript' 'PostgreSQL' 'Python'],1,0.0,,,,,
1872,"(20, 87, 116, 223, 226, 433)",['AWS' 'MongoDB' 'PyTorch' 'Python' 'Redis' 'Tensorflow'],1,0.0,,,,,
1873,"(20, 87, 116, 433)",['AWS' 'MongoDB' 'Python' 'Redis'],1,1.0,,,,1.0,
1874,"(20, 903)",['OpenStack' 'Python'],1,0.0,,,,,
1875,"(20, 91)",['C#' 'Python'],1,325.0,72.0,127.0,19.0,6.0,101.0
1876,"(20, 91, 111, 114)",['C#' 'Python' 'REST/RESTful APIs' 'SQL'],1,36.0,20.0,14.0,2.0,,
1877,"(20, 91, 114, 433)",['AWS' 'C#' 'Python' 'SQL'],1,0.0,,,,,
1878,"(20, 91, 120, 2031)",['C#' 'Node.js' 'Python' 'React'],1,10.0,9.0,1.0,,,
1879,"(20, 91, 1302)",['C#' 'Fullstack Development' 'Python'],1,0.0,,,,,
1880,"(20, 91, 1484)",['C#' 'Chatbot ' 'Python'],1,0.0,,,,,
1881,"(20, 91, 166, 249, 2031)",['C#' 'Cloud' 'Linux ' 'Python' 'React'],1,0.0,,,,,
1882,"(20, 91, 1990)",['C#' 'Oracle ADF' 'Python'],1,0.0,,,,,
1883,"(20, 91, 2036)",['Angular' 'C#' 'Python'],1,42.0,17.0,11.0,1.0,1.0,12.0
1884,"(20, 91, 268)",['C#' 'Machine Learning' 'Python'],1,35.0,11.0,19.0,1.0,,4.0
1885,"(20, 91, 384, 836, 1943)",['AWS DevOps' 'Azure DevOps' 'C#' 'JMeter' 'Python'],1,0.0,,,,,
1886,"(20, 91, 388, 2036)",['.NET Core' 'Angular' 'C#' 'Python'],1,0.0,,,,,
1887,"(20, 93)",['JavaScript' 'Python'],16,33.0,23.0,6.0,,,4.0
1888,"(20, 93, 1013, 1297)",['AWS Lambda' 'JavaScript' 'Python' 'Solution Architecture'],1,0.0,,,,,
1889,"(20, 93, 107, 111, 174, 387, 2031)",['CSS' 'HTML' 'JavaScript' 'Python' 'REST/RESTful APIs' 'React' 'Unix'],1,0.0,,,,,
1890,"(20, 93, 107, 113, 284, 387, 2087)","['CSS' 'HTML' 'JavaScript' 'MySQL' 'PHP, Laravel' 'Python' 'jQuery']",1,0.0,,,,,
1891,"(20, 93, 107, 114, 122, 165, 387)",['CSS' 'HTML' 'JavaScript' 'PHP' 'Python' 'SQL' 'Vue.js'],1,1.0,1.0,,,,
1892,"(20, 93, 107, 2031)",['CSS' 'JavaScript' 'Python' 'React'],2,2.0,2.0,,,,
1893,"(20, 93, 107, 387)",['CSS' 'HTML' 'JavaScript' 'Python'],1,10.0,10.0,,,,
1894,"(20, 93, 108, 120, 160, 392)",['Android' 'Flutter' 'JavaScript' 'Node.js' 'Python' 'React Native'],1,0.0,,,,,
1895,"(20, 93, 111, 114, 158, 433)",['AWS' 'JavaScript' 'Python' 'REST/RESTful APIs' 'SQL' 'Typescript'],1,0.0,,,,,
1896,"(20, 93, 111, 114, 158, 720)","['AWS Solutions Architecture' 'JavaScript' 'Python' 'REST/RESTful APIs'
 'SQL' 'Typescript']",1,1.0,1.0,,,,
1897,"(20, 93, 114, 2031)",['JavaScript' 'Python' 'React' 'SQL'],1,4.0,4.0,,,,
1898,"(20, 93, 114, 351, 674, 2091)",['Data Analysis' 'Data Engineering' 'JavaScript' 'PostGIS' 'Python' 'SQL'],1,0.0,,,,,
1899,"(20, 93, 114, 433, 1123)",['AWS' 'JavaScript' 'Python' 'SQL' 'UI Design'],1,0.0,,,,,
1900,"(20, 93, 116)",['JavaScript' 'MongoDB' 'Python'],1,5.0,5.0,,,,
1901,"(20, 93, 116, 122)",['JavaScript' 'MongoDB' 'Python' 'Vue.js'],1,3.0,3.0,,,,
1902,"(20, 93, 116, 411, 2091)",['Data Engineering' 'Data Science' 'JavaScript' 'MongoDB' 'Python'],1,0.0,,,,,
1903,"(20, 93, 1160, 1314)",['Cypress' 'JavaScript' 'Postman' 'Python'],2,0.0,,,,,
1904,"(20, 93, 119)",['Ember.js' 'JavaScript' 'Python'],1,0.0,,,,,
1905,"(20, 93, 120)",['JavaScript' 'Node.js' 'Python'],1,16.0,14.0,,,,2.0
1906,"(20, 93, 120, 121, 387, 2031)",['HTML' 'JavaScript' 'Node.js' 'Python' 'React' 'Redux'],1,1.0,1.0,,,,
1907,"(20, 93, 120, 159)",['GraphQL' 'JavaScript' 'Node.js' 'Python'],1,2.0,2.0,,,,
1908,"(20, 93, 120, 2031)",['JavaScript' 'Node.js' 'Python' 'React'],1,5.0,5.0,,,,
1909,"(20, 93, 120, 857, 1403)",['AWS Amplify' 'AWS Cognito' 'JavaScript' 'Node.js' 'Python'],1,3.0,3.0,,,,
1910,"(20, 93, 121, 2031)",['JavaScript' 'Python' 'React' 'Redux'],1,3.0,3.0,,,,
1911,"(20, 93, 122)",['JavaScript' 'Python' 'Vue.js'],2,10.0,7.0,2.0,,,1.0
1912,"(20, 93, 130, 284, 312)",['Google Apps' 'JavaScript' 'Perl' 'Python' 'jQuery'],1,0.0,,,,,
1913,"(20, 93, 158)",['JavaScript' 'Python' 'Typescript'],1,9.0,8.0,,,,1.0
1914,"(20, 93, 158, 2031)",['JavaScript' 'Python' 'React' 'Typescript'],1,4.0,4.0,,,,
1915,"(20, 93, 158, 2096)",['Go' 'JavaScript' 'Python' 'Typescript'],1,0.0,,,,,
1916,"(20, 93, 1615)",['API Integrations  ' 'JavaScript' 'Python'],1,0.0,,,,,
1917,"(20, 93, 165, 265, 284)",['JavaScript' 'PHP' 'Python' 'XML' 'jQuery'],1,0.0,,,,,
1918,"(20, 93, 166)",['JavaScript' 'Linux ' 'Python'],1,0.0,,,,,
1919,"(20, 93, 2031)",['JavaScript' 'Python' 'React'],4,7.0,7.0,,,,
1920,"(20, 93, 2036)",['Angular' 'JavaScript' 'Python'],1,9.0,7.0,1.0,,,1.0
1921,"(20, 93, 2108)",['Auth0' 'JavaScript' 'Python'],1,0.0,,,,,
1922,"(20, 93, 2115)",['JavaScript' 'Python' 'QA'],1,1.0,1.0,,,,
1923,"(20, 93, 249, 2031)",['Cloud' 'JavaScript' 'Python' 'React'],1,0.0,,,,,
1924,"(20, 93, 268)",['JavaScript' 'Machine Learning' 'Python'],2,1.0,1.0,,,,
1925,"(20, 93, 278, 2031)",['JavaScript' 'Python' 'React' 'SaaS'],1,0.0,,,,,
1926,"(20, 93, 284, 437)",['Bootstrap' 'JavaScript' 'Python' 'jQuery'],1,0.0,,,,,
1927,"(20, 93, 387, 2031)",['HTML' 'JavaScript' 'Python' 'React'],1,2.0,2.0,,,,
1928,"(20, 93, 433)",['AWS' 'JavaScript' 'Python'],1,0.0,,,,,
1929,"(20, 93, 433, 2031)",['AWS' 'JavaScript' 'Python' 'React'],2,0.0,,,,,
