,must_have_skill_ids_tuple,must_have_skill_names,num_must_have_skills,total_positions,chosen_sum_in_bulk_job,active_positions,passed_must_have_skill total_devs,passed_must_have_skill Elite,passed_must_have_skill High Quality,passed_must_have_skill Average,passed_must_have_skill Low Quality,passed_must_have_skill Low Experience,sk_li,single_skill,id,skill_name
8082,"(29, 76, 192, 559)",['Azure Data Lake' 'Big Data' 'ElasticSearch' 'Java'],4.0,1.0,0,0.0,0.0,,,,,,"['29', ' 76', ' 192', ' 559']",29,29,Java
8083,"(29, 76, 192, 559)",['Azure Data Lake' 'Big Data' 'ElasticSearch' 'Java'],4.0,1.0,0,0.0,0.0,,,,,,"['29', ' 76', ' 192', ' 559']",76,76,ElasticSearch
8084,"(29, 76, 192, 559)",['Azure Data Lake' 'Big Data' 'ElasticSearch' 'Java'],4.0,1.0,0,0.0,0.0,,,,,,"['29', ' 76', ' 192', ' 559']",192,192,Big Data
8085,"(29, 76, 192, 559)",['Azure Data Lake' 'Big Data' 'ElasticSearch' 'Java'],4.0,1.0,0,0.0,0.0,,,,,,"['29', ' 76', ' 192', ' 559']",559,559,Azure Data Lake
8086,"(29, 80, 277, 836, 1013)",['AWS DevOps' 'AWS Lambda' 'Java' 'Kotlin' 'Terraform'],5.0,15.0,0,0.0,0.0,,,,,,"['29', ' 80', ' 277', ' 836', ' 1013']",29,29,Java
8087,"(29, 80, 277, 836, 1013)",['AWS DevOps' 'AWS Lambda' 'Java' 'Kotlin' 'Terraform'],5.0,15.0,0,0.0,0.0,,,,,,"['29', ' 80', ' 277', ' 836', ' 1013']",80,80,Terraform
8088,"(29, 80, 277, 836, 1013)",['AWS DevOps' 'AWS Lambda' 'Java' 'Kotlin' 'Terraform'],5.0,15.0,0,0.0,0.0,,,,,,"['29', ' 80', ' 277', ' 836', ' 1013']",277,277,Kotlin
8089,"(29, 80, 277, 836, 1013)",['AWS DevOps' 'AWS Lambda' 'Java' 'Kotlin' 'Terraform'],5.0,15.0,0,0.0,0.0,,,,,,"['29', ' 80', ' 277', ' 836', ' 1013']",836,836,AWS DevOps
8090,"(29, 80, 277, 836, 1013)",['AWS DevOps' 'AWS Lambda' 'Java' 'Kotlin' 'Terraform'],5.0,15.0,0,0.0,0.0,,,,,,"['29', ' 80', ' 277', ' 836', ' 1013']",1013,1013,AWS Lambda
8091,"(29, 86)",['Java' 'PostgreSQL'],2.0,1.0,0,0.0,1175.0,269.0,579.0,139.0,54.0,134.0,"['29', ' 86']",29,29,Java
8092,"(29, 86)",['Java' 'PostgreSQL'],2.0,1.0,0,0.0,1175.0,269.0,579.0,139.0,54.0,134.0,"['29', ' 86']",86,86,PostgreSQL
8093,"(29, 86, 111)",['Java' 'PostgreSQL' 'REST/RESTful APIs'],3.0,1.0,1,0.0,336.0,142.0,168.0,14.0,2.0,10.0,"['29', ' 86', ' 111']",29,29,Java
8094,"(29, 86, 111)",['Java' 'PostgreSQL' 'REST/RESTful APIs'],3.0,1.0,1,0.0,336.0,142.0,168.0,14.0,2.0,10.0,"['29', ' 86', ' 111']",86,86,PostgreSQL
8095,"(29, 86, 111)",['Java' 'PostgreSQL' 'REST/RESTful APIs'],3.0,1.0,1,0.0,336.0,142.0,168.0,14.0,2.0,10.0,"['29', ' 86', ' 111']",111,111,REST/RESTful APIs
8096,"(29, 86, 111, 116, 2032)",['Java' 'MongoDB' 'PostgreSQL' 'REST/RESTful APIs' 'SpringBoot'],5.0,1.0,0,0.0,0.0,,,,,,"['29', ' 86', ' 111', ' 116', ' 2032']",29,29,Java
8097,"(29, 86, 111, 116, 2032)",['Java' 'MongoDB' 'PostgreSQL' 'REST/RESTful APIs' 'SpringBoot'],5.0,1.0,0,0.0,0.0,,,,,,"['29', ' 86', ' 111', ' 116', ' 2032']",86,86,PostgreSQL
8098,"(29, 86, 111, 116, 2032)",['Java' 'MongoDB' 'PostgreSQL' 'REST/RESTful APIs' 'SpringBoot'],5.0,1.0,0,0.0,0.0,,,,,,"['29', ' 86', ' 111', ' 116', ' 2032']",111,111,REST/RESTful APIs
8099,"(29, 86, 111, 116, 2032)",['Java' 'MongoDB' 'PostgreSQL' 'REST/RESTful APIs' 'SpringBoot'],5.0,1.0,0,0.0,0.0,,,,,,"['29', ' 86', ' 111', ' 116', ' 2032']",116,116,MongoDB
8100,"(29, 86, 111, 116, 2032)",['Java' 'MongoDB' 'PostgreSQL' 'REST/RESTful APIs' 'SpringBoot'],5.0,1.0,0,0.0,0.0,,,,,,"['29', ' 86', ' 111', ' 116', ' 2032']",2032,2032,SpringBoot
8101,"(29, 86, 113, 1127, 2020)",['Java' 'Maven' 'MySQL' 'PostgreSQL' 'Spring'],5.0,1.0,0,0.0,0.0,,,,,,"['29', ' 86', ' 113', ' 1127', ' 2020']",29,29,Java
8102,"(29, 86, 113, 1127, 2020)",['Java' 'Maven' 'MySQL' 'PostgreSQL' 'Spring'],5.0,1.0,0,0.0,0.0,,,,,,"['29', ' 86', ' 113', ' 1127', ' 2020']",86,86,PostgreSQL
8103,"(29, 86, 113, 1127, 2020)",['Java' 'Maven' 'MySQL' 'PostgreSQL' 'Spring'],5.0,1.0,0,0.0,0.0,,,,,,"['29', ' 86', ' 113', ' 1127', ' 2020']",113,113,MySQL
8104,"(29, 86, 113, 1127, 2020)",['Java' 'Maven' 'MySQL' 'PostgreSQL' 'Spring'],5.0,1.0,0,0.0,0.0,,,,,,"['29', ' 86', ' 113', ' 1127', ' 2020']",1127,1127,Maven
8105,"(29, 86, 113, 1127, 2020)",['Java' 'Maven' 'MySQL' 'PostgreSQL' 'Spring'],5.0,1.0,0,0.0,0.0,,,,,,"['29', ' 86', ' 113', ' 1127', ' 2020']",2020,2020,Spring
8106,"(29, 86, 113, 120)",['Java' 'MySQL' 'Node.js' 'PostgreSQL'],4.0,1.0,0,1.0,124.0,73.0,46.0,3.0,1.0,1.0,"['29', ' 86', ' 113', ' 120']",29,29,Java
8107,"(29, 86, 113, 120)",['Java' 'MySQL' 'Node.js' 'PostgreSQL'],4.0,1.0,0,1.0,124.0,73.0,46.0,3.0,1.0,1.0,"['29', ' 86', ' 113', ' 120']",86,86,PostgreSQL
8108,"(29, 86, 113, 120)",['Java' 'MySQL' 'Node.js' 'PostgreSQL'],4.0,1.0,0,1.0,124.0,73.0,46.0,3.0,1.0,1.0,"['29', ' 86', ' 113', ' 120']",113,113,MySQL
8109,"(29, 86, 113, 120)",['Java' 'MySQL' 'Node.js' 'PostgreSQL'],4.0,1.0,0,1.0,124.0,73.0,46.0,3.0,1.0,1.0,"['29', ' 86', ' 113', ' 120']",120,120,Node.js
8110,"(29, 86, 113, 258)",['Git' 'Java' 'MySQL' 'PostgreSQL'],4.0,1.0,0,0.0,292.0,108.0,153.0,14.0,6.0,11.0,"['29', ' 86', ' 113', ' 258']",29,29,Java
8111,"(29, 86, 113, 258)",['Git' 'Java' 'MySQL' 'PostgreSQL'],4.0,1.0,0,0.0,292.0,108.0,153.0,14.0,6.0,11.0,"['29', ' 86', ' 113', ' 258']",86,86,PostgreSQL
8112,"(29, 86, 113, 258)",['Git' 'Java' 'MySQL' 'PostgreSQL'],4.0,1.0,0,0.0,292.0,108.0,153.0,14.0,6.0,11.0,"['29', ' 86', ' 113', ' 258']",113,113,MySQL
8113,"(29, 86, 113, 258)",['Git' 'Java' 'MySQL' 'PostgreSQL'],4.0,1.0,0,0.0,292.0,108.0,153.0,14.0,6.0,11.0,"['29', ' 86', ' 113', ' 258']",258,258,Git
8114,"(29, 86, 114, 166, 2032)",['Java' 'Linux ' 'PostgreSQL' 'SQL' 'SpringBoot'],5.0,1.0,0,0.0,0.0,,,,,,"['29', ' 86', ' 114', ' 166', ' 2032']",29,29,Java
8115,"(29, 86, 114, 166, 2032)",['Java' 'Linux ' 'PostgreSQL' 'SQL' 'SpringBoot'],5.0,1.0,0,0.0,0.0,,,,,,"['29', ' 86', ' 114', ' 166', ' 2032']",86,86,PostgreSQL
8116,"(29, 86, 114, 166, 2032)",['Java' 'Linux ' 'PostgreSQL' 'SQL' 'SpringBoot'],5.0,1.0,0,0.0,0.0,,,,,,"['29', ' 86', ' 114', ' 166', ' 2032']",114,114,SQL
8117,"(29, 86, 114, 166, 2032)",['Java' 'Linux ' 'PostgreSQL' 'SQL' 'SpringBoot'],5.0,1.0,0,0.0,0.0,,,,,,"['29', ' 86', ' 114', ' 166', ' 2032']",166,166,Linux 
8118,"(29, 86, 114, 166, 2032)",['Java' 'Linux ' 'PostgreSQL' 'SQL' 'SpringBoot'],5.0,1.0,0,0.0,0.0,,,,,,"['29', ' 86', ' 114', ' 166', ' 2032']",2032,2032,SpringBoot
8119,"(29, 86, 116, 120)",['Java' 'MongoDB' 'Node.js' 'PostgreSQL'],4.0,1.0,0,0.0,20.0,16.0,3.0,,1.0,,"['29', ' 86', ' 116', ' 120']",29,29,Java
8120,"(29, 86, 116, 120)",['Java' 'MongoDB' 'Node.js' 'PostgreSQL'],4.0,1.0,0,0.0,20.0,16.0,3.0,,1.0,,"['29', ' 86', ' 116', ' 120']",86,86,PostgreSQL
8121,"(29, 86, 116, 120)",['Java' 'MongoDB' 'Node.js' 'PostgreSQL'],4.0,1.0,0,0.0,20.0,16.0,3.0,,1.0,,"['29', ' 86', ' 116', ' 120']",116,116,MongoDB
8122,"(29, 86, 116, 120)",['Java' 'MongoDB' 'Node.js' 'PostgreSQL'],4.0,1.0,0,0.0,20.0,16.0,3.0,,1.0,,"['29', ' 86', ' 116', ' 120']",120,120,Node.js
8123,"(29, 86, 166, 539, 680, 1185)",['Java' 'Linux ' 'Oracle' 'Oracle PL/SQL' 'PostgreSQL' 'Spring Framework'],6.0,2.0,0,0.0,0.0,,,,,,"['29', ' 86', ' 166', ' 539', ' 680', ' 1185']",29,29,Java
8124,"(29, 86, 166, 539, 680, 1185)",['Java' 'Linux ' 'Oracle' 'Oracle PL/SQL' 'PostgreSQL' 'Spring Framework'],6.0,2.0,0,0.0,0.0,,,,,,"['29', ' 86', ' 166', ' 539', ' 680', ' 1185']",86,86,PostgreSQL
8125,"(29, 86, 166, 539, 680, 1185)",['Java' 'Linux ' 'Oracle' 'Oracle PL/SQL' 'PostgreSQL' 'Spring Framework'],6.0,2.0,0,0.0,0.0,,,,,,"['29', ' 86', ' 166', ' 539', ' 680', ' 1185']",166,166,Linux 
8126,"(29, 86, 166, 539, 680, 1185)",['Java' 'Linux ' 'Oracle' 'Oracle PL/SQL' 'PostgreSQL' 'Spring Framework'],6.0,2.0,0,0.0,0.0,,,,,,"['29', ' 86', ' 166', ' 539', ' 680', ' 1185']",539,539,Oracle
8127,"(29, 86, 166, 539, 680, 1185)",['Java' 'Linux ' 'Oracle' 'Oracle PL/SQL' 'PostgreSQL' 'Spring Framework'],6.0,2.0,0,0.0,0.0,,,,,,"['29', ' 86', ' 166', ' 539', ' 680', ' 1185']",680,680,Spring Framework
8128,"(29, 86, 166, 539, 680, 1185)",['Java' 'Linux ' 'Oracle' 'Oracle PL/SQL' 'PostgreSQL' 'Spring Framework'],6.0,2.0,0,0.0,0.0,,,,,,"['29', ' 86', ' 166', ' 539', ' 680', ' 1185']",1185,1185,Oracle PL/SQL
8129,"(29, 86, 1788)",['Java' 'Multithreading' 'PostgreSQL'],3.0,1.0,0,0.0,0.0,,,,,,"['29', ' 86', ' 1788']",29,29,Java
8130,"(29, 86, 1788)",['Java' 'Multithreading' 'PostgreSQL'],3.0,1.0,0,0.0,0.0,,,,,,"['29', ' 86', ' 1788']",86,86,PostgreSQL
8131,"(29, 86, 1788)",['Java' 'Multithreading' 'PostgreSQL'],3.0,1.0,0,0.0,0.0,,,,,,"['29', ' 86', ' 1788']",1788,1788,Multithreading
8132,"(29, 86, 2032)",['Java' 'PostgreSQL' 'SpringBoot'],3.0,4.0,3,0.0,0.0,,,,,,"['29', ' 86', ' 2032']",29,29,Java
8133,"(29, 86, 2032)",['Java' 'PostgreSQL' 'SpringBoot'],3.0,4.0,3,0.0,0.0,,,,,,"['29', ' 86', ' 2032']",86,86,PostgreSQL
8134,"(29, 86, 2032)",['Java' 'PostgreSQL' 'SpringBoot'],3.0,4.0,3,0.0,0.0,,,,,,"['29', ' 86', ' 2032']",2032,2032,SpringBoot
8135,"(29, 86, 250, 2132)",['AWS RDS' 'Amazon Redshift' 'Java' 'PostgreSQL'],4.0,1.0,0,0.0,0.0,,,,,,"['29', ' 86', ' 250', ' 2132']",29,29,Java
8136,"(29, 86, 250, 2132)",['AWS RDS' 'Amazon Redshift' 'Java' 'PostgreSQL'],4.0,1.0,0,0.0,0.0,,,,,,"['29', ' 86', ' 250', ' 2132']",86,86,PostgreSQL
8137,"(29, 86, 250, 2132)",['AWS RDS' 'Amazon Redshift' 'Java' 'PostgreSQL'],4.0,1.0,0,0.0,0.0,,,,,,"['29', ' 86', ' 250', ' 2132']",250,250,Amazon Redshift
8138,"(29, 86, 250, 2132)",['AWS RDS' 'Amazon Redshift' 'Java' 'PostgreSQL'],4.0,1.0,0,0.0,0.0,,,,,,"['29', ' 86', ' 250', ' 2132']",2132,2132,AWS RDS
8139,"(29, 86, 268, 433)",['AWS' 'Java' 'Machine Learning' 'PostgreSQL'],4.0,1.0,0,0.0,1.0,1.0,,,,,"['29', ' 86', ' 268', ' 433']",29,29,Java
8140,"(29, 86, 268, 433)",['AWS' 'Java' 'Machine Learning' 'PostgreSQL'],4.0,1.0,0,0.0,1.0,1.0,,,,,"['29', ' 86', ' 268', ' 433']",86,86,PostgreSQL
8141,"(29, 86, 268, 433)",['AWS' 'Java' 'Machine Learning' 'PostgreSQL'],4.0,1.0,0,0.0,1.0,1.0,,,,,"['29', ' 86', ' 268', ' 433']",268,268,Machine Learning
8142,"(29, 86, 268, 433)",['AWS' 'Java' 'Machine Learning' 'PostgreSQL'],4.0,1.0,0,0.0,1.0,1.0,,,,,"['29', ' 86', ' 268', ' 433']",433,433,AWS
8143,"(29, 87, 113, 433, 2032)",['AWS' 'Java' 'MySQL' 'Redis' 'SpringBoot'],5.0,1.0,0,0.0,0.0,,,,,,"['29', ' 87', ' 113', ' 433', ' 2032']",29,29,Java
8144,"(29, 87, 113, 433, 2032)",['AWS' 'Java' 'MySQL' 'Redis' 'SpringBoot'],5.0,1.0,0,0.0,0.0,,,,,,"['29', ' 87', ' 113', ' 433', ' 2032']",87,87,Redis
8145,"(29, 87, 113, 433, 2032)",['AWS' 'Java' 'MySQL' 'Redis' 'SpringBoot'],5.0,1.0,0,0.0,0.0,,,,,,"['29', ' 87', ' 113', ' 433', ' 2032']",113,113,MySQL
8146,"(29, 87, 113, 433, 2032)",['AWS' 'Java' 'MySQL' 'Redis' 'SpringBoot'],5.0,1.0,0,0.0,0.0,,,,,,"['29', ' 87', ' 113', ' 433', ' 2032']",433,433,AWS
8147,"(29, 87, 113, 433, 2032)",['AWS' 'Java' 'MySQL' 'Redis' 'SpringBoot'],5.0,1.0,0,0.0,0.0,,,,,,"['29', ' 87', ' 113', ' 433', ' 2032']",2032,2032,SpringBoot
8148,"(29, 87, 116)",['Java' 'MongoDB' 'Redis'],3.0,1.0,0,1.0,23.0,13.0,9.0,,1.0,,"['29', ' 87', ' 116']",29,29,Java
8149,"(29, 87, 116)",['Java' 'MongoDB' 'Redis'],3.0,1.0,0,1.0,23.0,13.0,9.0,,1.0,,"['29', ' 87', ' 116']",87,87,Redis
8150,"(29, 87, 116)",['Java' 'MongoDB' 'Redis'],3.0,1.0,0,1.0,23.0,13.0,9.0,,1.0,,"['29', ' 87', ' 116']",116,116,MongoDB
8151,"(29, 87, 93, 113, 116, 122)",['Java' 'JavaScript' 'MongoDB' 'MySQL' 'Redis' 'Vue.js'],6.0,2.0,2,0.0,0.0,,,,,,"['29', ' 87', ' 93', ' 113', ' 116', ' 122']",29,29,Java
8152,"(29, 87, 93, 113, 116, 122)",['Java' 'JavaScript' 'MongoDB' 'MySQL' 'Redis' 'Vue.js'],6.0,2.0,2,0.0,0.0,,,,,,"['29', ' 87', ' 93', ' 113', ' 116', ' 122']",87,87,Redis
8153,"(29, 87, 93, 113, 116, 122)",['Java' 'JavaScript' 'MongoDB' 'MySQL' 'Redis' 'Vue.js'],6.0,2.0,2,0.0,0.0,,,,,,"['29', ' 87', ' 93', ' 113', ' 116', ' 122']",93,93,JavaScript
8154,"(29, 87, 93, 113, 116, 122)",['Java' 'JavaScript' 'MongoDB' 'MySQL' 'Redis' 'Vue.js'],6.0,2.0,2,0.0,0.0,,,,,,"['29', ' 87', ' 93', ' 113', ' 116', ' 122']",113,113,MySQL
8155,"(29, 87, 93, 113, 116, 122)",['Java' 'JavaScript' 'MongoDB' 'MySQL' 'Redis' 'Vue.js'],6.0,2.0,2,0.0,0.0,,,,,,"['29', ' 87', ' 93', ' 113', ' 116', ' 122']",116,116,MongoDB
8156,"(29, 87, 93, 113, 116, 122)",['Java' 'JavaScript' 'MongoDB' 'MySQL' 'Redis' 'Vue.js'],6.0,2.0,2,0.0,0.0,,,,,,"['29', ' 87', ' 93', ' 113', ' 116', ' 122']",122,122,Vue.js
8157,"(29, 91)",['C#' 'Java'],2.0,1.0,0,0.0,270.0,74.0,111.0,38.0,19.0,28.0,"['29', ' 91']",29,29,Java
8158,"(29, 91)",['C#' 'Java'],2.0,1.0,0,0.0,270.0,74.0,111.0,38.0,19.0,28.0,"['29', ' 91']",91,91,C#
8159,"(29, 91, 113, 287)",['C#' 'Java' 'MySQL' 'NoSQL'],4.0,1.0,0,0.0,0.0,,,,,,"['29', ' 91', ' 113', ' 287']",29,29,Java
8160,"(29, 91, 113, 287)",['C#' 'Java' 'MySQL' 'NoSQL'],4.0,1.0,0,0.0,0.0,,,,,,"['29', ' 91', ' 113', ' 287']",91,91,C#
8161,"(29, 91, 113, 287)",['C#' 'Java' 'MySQL' 'NoSQL'],4.0,1.0,0,0.0,0.0,,,,,,"['29', ' 91', ' 113', ' 287']",113,113,MySQL
8162,"(29, 91, 113, 287)",['C#' 'Java' 'MySQL' 'NoSQL'],4.0,1.0,0,0.0,0.0,,,,,,"['29', ' 91', ' 113', ' 287']",287,287,NoSQL
8163,"(29, 91, 120, 158, 2031)",['C#' 'Java' 'Node.js' 'React' 'Typescript'],5.0,1.0,1,0.0,10.0,10.0,,,,,"['29', ' 91', ' 120', ' 158', ' 2031']",29,29,Java
8164,"(29, 91, 120, 158, 2031)",['C#' 'Java' 'Node.js' 'React' 'Typescript'],5.0,1.0,1,0.0,10.0,10.0,,,,,"['29', ' 91', ' 120', ' 158', ' 2031']",91,91,C#
8165,"(29, 91, 120, 158, 2031)",['C#' 'Java' 'Node.js' 'React' 'Typescript'],5.0,1.0,1,0.0,10.0,10.0,,,,,"['29', ' 91', ' 120', ' 158', ' 2031']",120,120,Node.js
8166,"(29, 91, 120, 158, 2031)",['C#' 'Java' 'Node.js' 'React' 'Typescript'],5.0,1.0,1,0.0,10.0,10.0,,,,,"['29', ' 91', ' 120', ' 158', ' 2031']",158,158,Typescript
8167,"(29, 91, 120, 158, 2031)",['C#' 'Java' 'Node.js' 'React' 'Typescript'],5.0,1.0,1,0.0,10.0,10.0,,,,,"['29', ' 91', ' 120', ' 158', ' 2031']",2031,2031,React
8168,"(29, 91, 166, 397)",['C#' 'Data Migration' 'Java' 'Linux '],4.0,1.0,0,0.0,0.0,,,,,,"['29', ' 91', ' 166', ' 397']",29,29,Java
8169,"(29, 91, 166, 397)",['C#' 'Data Migration' 'Java' 'Linux '],4.0,1.0,0,0.0,0.0,,,,,,"['29', ' 91', ' 166', ' 397']",91,91,C#
8170,"(29, 91, 166, 397)",['C#' 'Data Migration' 'Java' 'Linux '],4.0,1.0,0,0.0,0.0,,,,,,"['29', ' 91', ' 166', ' 397']",166,166,Linux 
8171,"(29, 91, 166, 397)",['C#' 'Data Migration' 'Java' 'Linux '],4.0,1.0,0,0.0,0.0,,,,,,"['29', ' 91', ' 166', ' 397']",397,397,Data Migration
8172,"(29, 91, 1690)",['C#' 'Java' 'Software Testing'],3.0,2.0,1,0.0,0.0,,,,,,"['29', ' 91', ' 1690']",29,29,Java
8173,"(29, 91, 1690)",['C#' 'Java' 'Software Testing'],3.0,2.0,1,0.0,0.0,,,,,,"['29', ' 91', ' 1690']",91,91,C#
8174,"(29, 91, 1690)",['C#' 'Java' 'Software Testing'],3.0,2.0,1,0.0,0.0,,,,,,"['29', ' 91', ' 1690']",1690,1690,Software Testing
8175,"(29, 91, 2031)",['C#' 'Java' 'React'],3.0,1.0,0,0.0,20.0,14.0,5.0,,,1.0,"['29', ' 91', ' 2031']",29,29,Java
8176,"(29, 91, 2031)",['C#' 'Java' 'React'],3.0,1.0,0,0.0,20.0,14.0,5.0,,,1.0,"['29', ' 91', ' 2031']",91,91,C#
8177,"(29, 91, 2031)",['C#' 'Java' 'React'],3.0,1.0,0,0.0,20.0,14.0,5.0,,,1.0,"['29', ' 91', ' 2031']",2031,2031,React
8178,"(29, 93)",['Java' 'JavaScript'],2.0,2.0,0,0.0,46.0,28.0,16.0,,,2.0,"['29', ' 93']",29,29,Java
8179,"(29, 93)",['Java' 'JavaScript'],2.0,2.0,0,0.0,46.0,28.0,16.0,,,2.0,"['29', ' 93']",93,93,JavaScript
8180,"(29, 93, 107, 121, 387, 2031)",['CSS' 'HTML' 'Java' 'JavaScript' 'React' 'Redux'],6.0,1.0,1,0.0,1.0,1.0,,,,,"['29', ' 93', ' 107', ' 121', ' 387', ' 2031']",29,29,Java
8181,"(29, 93, 107, 121, 387, 2031)",['CSS' 'HTML' 'Java' 'JavaScript' 'React' 'Redux'],6.0,1.0,1,0.0,1.0,1.0,,,,,"['29', ' 93', ' 107', ' 121', ' 387', ' 2031']",93,93,JavaScript
8182,"(29, 93, 107, 121, 387, 2031)",['CSS' 'HTML' 'Java' 'JavaScript' 'React' 'Redux'],6.0,1.0,1,0.0,1.0,1.0,,,,,"['29', ' 93', ' 107', ' 121', ' 387', ' 2031']",107,107,CSS
8183,"(29, 93, 107, 121, 387, 2031)",['CSS' 'HTML' 'Java' 'JavaScript' 'React' 'Redux'],6.0,1.0,1,0.0,1.0,1.0,,,,,"['29', ' 93', ' 107', ' 121', ' 387', ' 2031']",121,121,Redux
8184,"(29, 93, 107, 121, 387, 2031)",['CSS' 'HTML' 'Java' 'JavaScript' 'React' 'Redux'],6.0,1.0,1,0.0,1.0,1.0,,,,,"['29', ' 93', ' 107', ' 121', ' 387', ' 2031']",387,387,HTML
8185,"(29, 93, 107, 121, 387, 2031)",['CSS' 'HTML' 'Java' 'JavaScript' 'React' 'Redux'],6.0,1.0,1,0.0,1.0,1.0,,,,,"['29', ' 93', ' 107', ' 121', ' 387', ' 2031']",2031,2031,React
8186,"(29, 93, 107, 387)",['CSS' 'HTML' 'Java' 'JavaScript'],4.0,1.0,0,0.0,17.0,11.0,5.0,,,1.0,"['29', ' 93', ' 107', ' 387']",29,29,Java
8187,"(29, 93, 107, 387)",['CSS' 'HTML' 'Java' 'JavaScript'],4.0,1.0,0,0.0,17.0,11.0,5.0,,,1.0,"['29', ' 93', ' 107', ' 387']",93,93,JavaScript
8188,"(29, 93, 107, 387)",['CSS' 'HTML' 'Java' 'JavaScript'],4.0,1.0,0,0.0,17.0,11.0,5.0,,,1.0,"['29', ' 93', ' 107', ' 387']",107,107,CSS
8189,"(29, 93, 107, 387)",['CSS' 'HTML' 'Java' 'JavaScript'],4.0,1.0,0,0.0,17.0,11.0,5.0,,,1.0,"['29', ' 93', ' 107', ' 387']",387,387,HTML
8190,"(29, 93, 108, 1163)",['Android' 'Java' 'JavaScript' 'Web3'],4.0,1.0,0,0.0,0.0,,,,,,"['29', ' 93', ' 108', ' 1163']",29,29,Java
8191,"(29, 93, 108, 1163)",['Android' 'Java' 'JavaScript' 'Web3'],4.0,1.0,0,0.0,0.0,,,,,,"['29', ' 93', ' 108', ' 1163']",93,93,JavaScript
8192,"(29, 93, 108, 1163)",['Android' 'Java' 'JavaScript' 'Web3'],4.0,1.0,0,0.0,0.0,,,,,,"['29', ' 93', ' 108', ' 1163']",108,108,Android
8193,"(29, 93, 108, 1163)",['Android' 'Java' 'JavaScript' 'Web3'],4.0,1.0,0,0.0,0.0,,,,,,"['29', ' 93', ' 108', ' 1163']",1163,1163,Web3
8194,"(29, 93, 113, 165, 437)",['Bootstrap' 'Java' 'JavaScript' 'MySQL' 'PHP'],5.0,1.0,0,0.0,0.0,,,,,,"['29', ' 93', ' 113', ' 165', ' 437']",29,29,Java
8195,"(29, 93, 113, 165, 437)",['Bootstrap' 'Java' 'JavaScript' 'MySQL' 'PHP'],5.0,1.0,0,0.0,0.0,,,,,,"['29', ' 93', ' 113', ' 165', ' 437']",93,93,JavaScript
8196,"(29, 93, 113, 165, 437)",['Bootstrap' 'Java' 'JavaScript' 'MySQL' 'PHP'],5.0,1.0,0,0.0,0.0,,,,,,"['29', ' 93', ' 113', ' 165', ' 437']",113,113,MySQL
8197,"(29, 93, 113, 165, 437)",['Bootstrap' 'Java' 'JavaScript' 'MySQL' 'PHP'],5.0,1.0,0,0.0,0.0,,,,,,"['29', ' 93', ' 113', ' 165', ' 437']",165,165,PHP
8198,"(29, 93, 113, 165, 437)",['Bootstrap' 'Java' 'JavaScript' 'MySQL' 'PHP'],5.0,1.0,0,0.0,0.0,,,,,,"['29', ' 93', ' 113', ' 165', ' 437']",437,437,Bootstrap
8199,"(29, 93, 114, 2020)",['Java' 'JavaScript' 'SQL' 'Spring'],4.0,2.0,0,0.0,4.0,4.0,,,,,"['29', ' 93', ' 114', ' 2020']",29,29,Java
8200,"(29, 93, 114, 2020)",['Java' 'JavaScript' 'SQL' 'Spring'],4.0,2.0,0,0.0,4.0,4.0,,,,,"['29', ' 93', ' 114', ' 2020']",93,93,JavaScript
8201,"(29, 93, 114, 2020)",['Java' 'JavaScript' 'SQL' 'Spring'],4.0,2.0,0,0.0,4.0,4.0,,,,,"['29', ' 93', ' 114', ' 2020']",114,114,SQL
8202,"(29, 93, 114, 2020)",['Java' 'JavaScript' 'SQL' 'Spring'],4.0,2.0,0,0.0,4.0,4.0,,,,,"['29', ' 93', ' 114', ' 2020']",2020,2020,Spring
8203,"(29, 93, 114, 305)",['Java' 'JavaScript' 'Microservices' 'SQL'],4.0,1.0,0,0.0,2.0,2.0,,,,,"['29', ' 93', ' 114', ' 305']",29,29,Java
8204,"(29, 93, 114, 305)",['Java' 'JavaScript' 'Microservices' 'SQL'],4.0,1.0,0,0.0,2.0,2.0,,,,,"['29', ' 93', ' 114', ' 305']",93,93,JavaScript
8205,"(29, 93, 114, 305)",['Java' 'JavaScript' 'Microservices' 'SQL'],4.0,1.0,0,0.0,2.0,2.0,,,,,"['29', ' 93', ' 114', ' 305']",114,114,SQL
8206,"(29, 93, 114, 305)",['Java' 'JavaScript' 'Microservices' 'SQL'],4.0,1.0,0,0.0,2.0,2.0,,,,,"['29', ' 93', ' 114', ' 305']",305,305,Microservices
8207,"(29, 93, 120)",['Java' 'JavaScript' 'Node.js'],3.0,2.0,1,1.0,17.0,12.0,3.0,,,2.0,"['29', ' 93', ' 120']",29,29,Java
8208,"(29, 93, 120)",['Java' 'JavaScript' 'Node.js'],3.0,2.0,1,1.0,17.0,12.0,3.0,,,2.0,"['29', ' 93', ' 120']",93,93,JavaScript
8209,"(29, 93, 120)",['Java' 'JavaScript' 'Node.js'],3.0,2.0,1,1.0,17.0,12.0,3.0,,,2.0,"['29', ' 93', ' 120']",120,120,Node.js
8210,"(29, 93, 120, 2036)",['Angular' 'Java' 'JavaScript' 'Node.js'],4.0,1.0,0,0.0,6.0,5.0,,,,1.0,"['29', ' 93', ' 120', ' 2036']",29,29,Java
