,must_have_skill_ids_tuple,must_have_skill_names_y,total_positions,total_open_positions__c,dc,must_have_skill_names,job_id,passed_must_have_skill total_devs,passed_must_have_skill Elite,passed_must_have_skill High Quality,passed_must_have_skill Average,passed_must_have_skill Low Quality,passed_must_have_skill Low Experience
1489,"(20, 31, 2031)",['Flask' 'Python' 'React'],1.0,0.0,0,['Flask' 'Python' 'React'],1,38.0,25.0,12.0,,,1.0
1490,"(20, 31, 287)",['Flask' 'NoSQL' 'Python'],1.0,0.0,0,['Flask' 'NoSQL' 'Python'],1,0.0,,,,,
1491,"(20, 31, 342, 2113)",['Celery' 'Flask' 'Python' 'TDD/Test-Driven Development'],1.0,1.0,1,['Celery' 'Flask' 'Python' 'TDD/Test-Driven Development'],1,0.0,,,,,
1492,"(20, 31, 433)",['AWS' 'Flask' 'Python'],1.0,0.0,0,['AWS' 'Flask' 'Python'],2,8.0,4.0,3.0,,1.0,
1493,"(20, 31, 55, 114, 116)",['Docker' 'Flask' 'MongoDB' 'Python' 'SQL'],1.0,0.0,0,['Docker' 'Flask' 'MongoDB' 'Python' 'SQL'],1,11.0,9.0,1.0,,,1.0
1494,"(20, 31, 55, 120)",['Docker' 'Flask' 'Node.js' 'Python'],2.0,0.0,0,['Docker' 'Flask' 'Node.js' 'Python'],1,23.0,17.0,5.0,,,1.0
1495,"(20, 31, 55, 61)",['Docker' 'Flask' 'Kubernetes' 'Python'],1.0,0.0,0,['Docker' 'Flask' 'Kubernetes' 'Python'],1,22.0,13.0,6.0,1.0,,2.0
1496,"(20, 31, 55, 61, 93, 433)",['AWS' 'Docker' 'Flask' 'JavaScript' 'Kubernetes' 'Python'],1.0,0.0,0,['AWS' 'Docker' 'Flask' 'JavaScript' 'Kubernetes' 'Python'],1,0.0,,,,,
1497,"(20, 31, 55, 86, 216)",['Docker' 'Flask' 'Pandas' 'PostgreSQL' 'Python'],1.0,0.0,0,['Docker' 'Flask' 'Pandas' 'PostgreSQL' 'Python'],1,0.0,,,,,
1498,"(20, 31, 61)",['Flask' 'Kubernetes' 'Python'],1.0,0.0,0,['Flask' 'Kubernetes' 'Python'],1,36.0,17.0,10.0,2.0,,7.0
1499,"(20, 31, 70, 86, 284)",['Flask' 'GCP' 'PostgreSQL' 'Python' 'jQuery'],1.0,0.0,0,['Flask' 'GCP' 'PostgreSQL' 'Python' 'jQuery'],1,0.0,,,,,
1500,"(20, 31, 86)",['Flask' 'PostgreSQL' 'Python'],1.0,0.0,1,['Flask' 'PostgreSQL' 'Python'],1,244.0,58.0,113.0,6.0,2.0,65.0
1501,"(20, 31, 86, 111, 114)",['Flask' 'PostgreSQL' 'Python' 'REST/RESTful APIs' 'SQL'],1.0,0.0,0,['Flask' 'PostgreSQL' 'Python' 'REST/RESTful APIs' 'SQL'],1,71.0,29.0,33.0,1.0,1.0,7.0
1502,"(20, 31, 86, 111, 284, 470)",['Flask' 'PostgreSQL' 'Python' 'REST/RESTful APIs' 'SQLite' 'jQuery'],1.0,0.0,0,['Flask' 'PostgreSQL' 'Python' 'REST/RESTful APIs' 'SQLite' 'jQuery'],1,0.0,,,,,
1503,"(20, 31, 86, 158, 433, 1123, 1484, 1938, 2031)","['AWS' 'Chatbot ' 'Flask' 'PostgreSQL' 'Python' 'React' 'Typescript'
 'UI Design' 'UX Design']",2.0,0.0,1,"['AWS' 'Chatbot ' 'Flask' 'PostgreSQL' 'Python' 'React' 'Typescript'
 'UI Design' 'UX Design']",1,0.0,,,,,
1504,"(20, 31, 86, 158, 433, 2031)",['AWS' 'Flask' 'PostgreSQL' 'Python' 'React' 'Typescript'],1.0,0.0,1,['AWS' 'Flask' 'PostgreSQL' 'Python' 'React' 'Typescript'],1,0.0,,,,,
1505,"(20, 31, 862)",['Flask' 'Python' 'Web Development'],1.0,0.0,0,['Flask' 'Python' 'Web Development'],1,1.0,,1.0,,,
1506,"(20, 31, 87, 305, 2031)",['Flask' 'Microservices' 'Python' 'React' 'Redis'],1.0,0.0,1,['Flask' 'Microservices' 'Python' 'React' 'Redis'],1,0.0,,,,,
1507,"(20, 31, 93, 107, 111, 387)",['CSS' 'Flask' 'HTML' 'JavaScript' 'Python' 'REST/RESTful APIs'],1.0,0.0,0,['CSS' 'Flask' 'HTML' 'JavaScript' 'Python' 'REST/RESTful APIs'],1,1.0,1.0,,,,
1508,"(20, 31, 93, 120)",['Flask' 'JavaScript' 'Node.js' 'Python'],1.0,0.0,0,['Flask' 'JavaScript' 'Node.js' 'Python'],1,1.0,1.0,,,,
1509,"(20, 31, 93, 132)",['Firebase' 'Flask' 'JavaScript' 'Python'],1.0,0.0,0,['Firebase' 'Flask' 'JavaScript' 'Python'],1,1.0,1.0,,,,
1510,"(20, 328, 1615)",['API Integrations  ' 'Python' 'Third party APIs'],1.0,0.0,0,['API Integrations  ' 'Python' 'Third party APIs'],1,0.0,,,,,
1511,"(20, 339, 394)",['Data Modeling' 'Python' 'Sinatra'],1.0,1.0,0,['Data Modeling' 'Python' 'Sinatra'],1,0.0,,,,,
1512,"(20, 358)",['Laravel' 'Python'],1.0,1.0,0,['Laravel' 'Python'],1,207.0,90.0,89.0,6.0,2.0,20.0
1513,"(20, 37, 44, 54, 114, 166, 180, 249, 347, 433, 1849)","['AWS' 'Agile' 'Cloud' 'DNS' 'DevOps' 'Firewalls' 'Linux ' 'Python' 'SQL'
 'TCP/IP' 'Tech Lead']",1.0,0.0,0,"['AWS' 'Agile' 'Cloud' 'DNS' 'DevOps' 'Firewalls' 'Linux ' 'Python' 'SQL'
 'TCP/IP' 'Tech Lead']",1,0.0,,,,,
1514,"(20, 387)",['HTML' 'Python'],1.0,0.0,0,['HTML' 'Python'],1,16.0,16.0,,,,
1515,"(20, 392, 1847)",['Communication' 'Flutter' 'Python'],2.0,0.0,1,['Communication' 'Flutter' 'Python'],1,0.0,,,,,
1516,"(20, 394, 2031)",['Data Modeling' 'Python' 'React'],1.0,0.0,0,['Data Modeling' 'Python' 'React'],1,0.0,,,,,
1517,"(20, 406)",['Next.js' 'Python'],9.0,9.0,0,['Next.js' 'Python'],3,62.0,34.0,21.0,,1.0,6.0
1518,"(20, 411)",['Data Science' 'Python'],1.0,0.0,0,['Data Science' 'Python'],1,0.0,,,,,
1519,"(20, 411, 710)",['Data Science' 'Python' 'Python for Data Science'],1.0,0.0,0,['Data Science' 'Python' 'Python for Data Science'],1,0.0,,,,,
1520,"(20, 425)",['Python' 'Unity 3D'],1.0,0.0,0,['Python' 'Unity 3D'],1,0.0,,,,,
1521,"(20, 433)",['AWS' 'Python'],12.0,3.0,5,['AWS' 'Python'],12,53.0,18.0,24.0,2.0,2.0,7.0
1522,"(20, 433, 1013, 2031)",['AWS' 'AWS Lambda' 'Python' 'React'],1.0,0.0,1,['AWS' 'AWS Lambda' 'Python' 'React'],1,1.0,1.0,,,,
1523,"(20, 433, 1408, 1615)",['API Integrations  ' 'AWS' 'JSON Schema' 'Python'],1.0,0.0,0,['API Integrations  ' 'AWS' 'JSON Schema' 'Python'],1,0.0,,,,,
1524,"(20, 433, 2031)",['AWS' 'Python' 'React'],5.0,0.0,3,['AWS' 'Python' 'React'],6,4.0,4.0,,,,
1525,"(20, 433, 2036)",['AWS' 'Angular' 'Python'],1.0,0.0,1,['AWS' 'Angular' 'Python'],1,1.0,1.0,,,,
1526,"(20, 433, 2050)",['AWS' 'Python' 'Python(Django)'],1.0,0.0,0,['AWS' 'Python' 'Python(Django)'],1,9.0,6.0,2.0,,1.0,
1527,"(20, 433, 2094)",['AWS' 'Data Engineer' 'Python'],1.0,0.0,0,['AWS' 'Data Engineer' 'Python'],1,15.0,8.0,5.0,,1.0,1.0
1528,"(20, 433, 2096)",['AWS' 'Go' 'Python'],1.0,0.0,0,['AWS' 'Go' 'Python'],1,4.0,3.0,,,1.0,
1529,"(20, 433, 495)",['AJAX ' 'AWS' 'Python'],1.0,0.0,0,['AJAX ' 'AWS' 'Python'],1,0.0,,,,,
1530,"(20, 433, 677)",['AWS' 'Database Administration' 'Python'],1.0,0.0,0,['AWS' 'Database Administration' 'Python'],1,0.0,,,,,
1531,"(20, 433, 836)",['AWS' 'AWS DevOps' 'Python'],1.0,0.0,1,['AWS' 'AWS DevOps' 'Python'],1,35.0,16.0,16.0,1.0,1.0,1.0
1532,"(20, 44, 55, 61, 63, 70)",['CI/CD' 'Docker' 'Firewalls' 'GCP' 'Kubernetes' 'Python'],1.0,0.0,0,['CI/CD' 'Docker' 'Firewalls' 'GCP' 'Kubernetes' 'Python'],1,0.0,,,,,
1533,"(20, 449)",['Python' 'WebScrape'],1.0,0.0,0,['Python' 'WebScrape'],1,0.0,,,,,
1534,"(20, 467, 558, 559, 1300)",['Azure Data Lake' 'Azure Databricks' 'ETL' 'Power BI' 'Python'],1.0,0.0,0,['Azure Data Lake' 'Azure Databricks' 'ETL' 'Power BI' 'Python'],1,0.0,,,,,
1535,"(20, 475, 1196)",['Finance' 'Python' 'Solidity'],1.0,0.0,0,['Finance' 'Python' 'Solidity'],1,0.0,,,,,
1536,"(20, 52, 104, 114, 168, 221, 223, 250, 268)","['Amazon Redshift' 'Hadoop' 'Machine Learning' 'Python' 'SQL' 'Scala'
 'Shell Scripting' 'Spark' 'Tensorflow']",1.0,0.0,0,"['Amazon Redshift' 'Hadoop' 'Machine Learning' 'Python' 'SQL' 'Scala'
 'Shell Scripting' 'Spark' 'Tensorflow']",1,0.0,,,,,
1537,"(20, 526, 2087)","['PHP, Laravel' 'Python' 'WordPress']",1.0,0.0,1,"['PHP, Laravel' 'Python' 'WordPress']",1,16.0,11.0,3.0,,1.0,1.0
1538,"(20, 53, 54, 61, 111, 433)","['AWS' 'DevOps' 'Kubernetes' 'Python' 'REST/RESTful APIs'
 'System Monitoring Tools']",1.0,0.0,1,"['AWS' 'DevOps' 'Kubernetes' 'Python' 'REST/RESTful APIs'
 'System Monitoring Tools']",1,0.0,,,,,
1539,"(20, 54)",['DevOps' 'Python'],3.0,1.0,0,['DevOps' 'Python'],7,0.0,,,,,
1540,"(20, 54, 114)",['DevOps' 'Python' 'SQL'],1.0,0.0,0,['DevOps' 'Python' 'SQL'],2,0.0,,,,,
1541,"(20, 54, 114, 433)",['AWS' 'DevOps' 'Python' 'SQL'],2.0,0.0,2,['AWS' 'DevOps' 'Python' 'SQL'],2,0.0,,,,,
1542,"(20, 54, 114, 836)",['AWS DevOps' 'DevOps' 'Python' 'SQL'],2.0,0.0,0,['AWS DevOps' 'DevOps' 'Python' 'SQL'],2,0.0,,,,,
1543,"(20, 54, 116)",['DevOps' 'MongoDB' 'Python'],1.0,0.0,0,['DevOps' 'MongoDB' 'Python'],1,0.0,,,,,
1544,"(20, 54, 120)",['DevOps' 'Node.js' 'Python'],1.0,0.0,0,['DevOps' 'Node.js' 'Python'],1,0.0,,,,,
1545,"(20, 54, 158)",['DevOps' 'Python' 'Typescript'],1.0,0.0,0,['DevOps' 'Python' 'Typescript'],1,0.0,,,,,
1546,"(20, 54, 166, 305, 433)",['AWS' 'DevOps' 'Linux ' 'Microservices' 'Python'],1.0,0.0,0,['AWS' 'DevOps' 'Linux ' 'Microservices' 'Python'],1,0.0,,,,,
1547,"(20, 54, 171, 433)",['AWS' 'DevOps' 'EC2' 'Python'],1.0,0.0,0,['AWS' 'DevOps' 'EC2' 'Python'],1,0.0,,,,,
1548,"(20, 54, 268)",['DevOps' 'Machine Learning' 'Python'],1.0,0.0,1,['DevOps' 'Machine Learning' 'Python'],1,0.0,,,,,
1549,"(20, 54, 411)",['Data Science' 'DevOps' 'Python'],1.0,0.0,1,['Data Science' 'DevOps' 'Python'],1,0.0,,,,,
1550,"(20, 54, 433)",['AWS' 'DevOps' 'Python'],1.0,0.0,0,['AWS' 'DevOps' 'Python'],1,0.0,,,,,
1551,"(20, 54, 433, 2031)",['AWS' 'DevOps' 'Python' 'React'],1.0,0.0,0,['AWS' 'DevOps' 'Python' 'React'],1,0.0,,,,,
1552,"(20, 54, 55, 60, 80, 86)","['DevOps' 'Docker' 'Google Cloud Platform' 'PostgreSQL' 'Python'
 'Terraform']",1.0,0.0,0,"['DevOps' 'Docker' 'Google Cloud Platform' 'PostgreSQL' 'Python'
 'Terraform']",1,0.0,,,,,
1553,"(20, 54, 55, 61, 433)",['AWS' 'DevOps' 'Docker' 'Kubernetes' 'Python'],1.0,0.0,0,['AWS' 'DevOps' 'Docker' 'Kubernetes' 'Python'],1,0.0,,,,,
1554,"(20, 54, 61)",['DevOps' 'Kubernetes' 'Python'],3.0,2.0,1,['DevOps' 'Kubernetes' 'Python'],3,0.0,,,,,
1555,"(20, 54, 61, 62, 63, 80, 268, 433, 558)","['AWS' 'Ansible' 'Azure Databricks' 'CI/CD' 'DevOps' 'Kubernetes'
 'Machine Learning' 'Python' 'Terraform']",1.0,1.0,0,"['AWS' 'Ansible' 'Azure Databricks' 'CI/CD' 'DevOps' 'Kubernetes'
 'Machine Learning' 'Python' 'Terraform']",1,0.0,,,,,
1556,"(20, 54, 61, 63, 111, 249)",['CI/CD' 'Cloud' 'DevOps' 'Kubernetes' 'Python' 'REST/RESTful APIs'],1.0,0.0,1,['CI/CD' 'Cloud' 'DevOps' 'Kubernetes' 'Python' 'REST/RESTful APIs'],1,0.0,,,,,
1557,"(20, 54, 63, 433)",['AWS' 'CI/CD' 'DevOps' 'Python'],1.0,0.0,0,['AWS' 'CI/CD' 'DevOps' 'Python'],1,0.0,,,,,
1558,"(20, 54, 63, 70, 80, 88, 93, 120, 166, 175, 287)","['CI/CD' 'Chef' 'DevOps' 'GCP' 'JavaScript' 'Linux ' 'NoSQL' 'Node.js'
 'Puppet' 'Python' 'Terraform']",1.0,0.0,0,"['CI/CD' 'Chef' 'DevOps' 'GCP' 'JavaScript' 'Linux ' 'NoSQL' 'Node.js'
 'Puppet' 'Python' 'Terraform']",1,0.0,,,,,
1559,"(20, 54, 63, 80, 433)",['AWS' 'CI/CD' 'DevOps' 'Python' 'Terraform'],1.0,0.0,1,['AWS' 'CI/CD' 'DevOps' 'Python' 'Terraform'],1,0.0,,,,,
1560,"(20, 54, 70)",['DevOps' 'GCP' 'Python'],1.0,0.0,1,['DevOps' 'GCP' 'Python'],1,0.0,,,,,
1561,"(20, 54, 93, 120)",['DevOps' 'JavaScript' 'Node.js' 'Python'],1.0,0.0,0,['DevOps' 'JavaScript' 'Node.js' 'Python'],1,0.0,,,,,
1562,"(20, 55, 111, 114, 287)",['Docker' 'NoSQL' 'Python' 'REST/RESTful APIs' 'SQL'],1.0,0.0,0,['Docker' 'NoSQL' 'Python' 'REST/RESTful APIs' 'SQL'],1,0.0,,,,,
1563,"(20, 55, 114, 1013)",['AWS Lambda' 'Docker' 'Python' 'SQL'],4.0,0.0,2,['AWS Lambda' 'Docker' 'Python' 'SQL'],2,24.0,16.0,7.0,,,1.0
1564,"(20, 55, 114, 433)",['AWS' 'Docker' 'Python' 'SQL'],2.0,2.0,0,['AWS' 'Docker' 'Python' 'SQL'],2,11.0,8.0,3.0,,,
1565,"(20, 55, 125, 258, 305)",['API Design' 'Docker' 'Git' 'Microservices' 'Python'],1.0,0.0,0,['API Design' 'Docker' 'Git' 'Microservices' 'Python'],1,0.0,,,,,
1566,"(20, 55, 166, 249)",['Cloud' 'Docker' 'Linux ' 'Python'],1.0,0.0,1,['Cloud' 'Docker' 'Linux ' 'Python'],1,0.0,,,,,
1567,"(20, 55, 168, 221, 242)",['Airflow' 'Docker' 'Hadoop' 'Python' 'Spark'],1.0,0.0,0,['Airflow' 'Docker' 'Hadoop' 'Python' 'Spark'],1,0.0,,,,,
1568,"(20, 55, 174, 221, 433)",['AWS' 'Docker' 'Python' 'Spark' 'Unix'],1.0,0.0,1,['AWS' 'Docker' 'Python' 'Spark' 'Unix'],1,0.0,,,,,
1569,"(20, 55, 2031)",['Docker' 'Python' 'React'],1.0,0.0,0,['Docker' 'Python' 'React'],1,110.0,65.0,34.0,2.0,,9.0
1570,"(20, 55, 242, 433)",['AWS' 'Airflow' 'Docker' 'Python'],1.0,0.0,0,['AWS' 'Airflow' 'Docker' 'Python'],1,0.0,,,,,
1571,"(20, 55, 60, 61, 114, 268, 2097)","['BigQuery' 'Docker' 'Google Cloud Platform' 'Kubernetes'
 'Machine Learning' 'Python' 'SQL']",1.0,0.0,1,"['BigQuery' 'Docker' 'Google Cloud Platform' 'Kubernetes'
 'Machine Learning' 'Python' 'SQL']",1,0.0,,,,,
1572,"(20, 55, 61)",['Docker' 'Kubernetes' 'Python'],1.0,0.0,0,['Docker' 'Kubernetes' 'Python'],1,151.0,44.0,69.0,6.0,,32.0
1573,"(20, 55, 61, 113, 249, 278, 287, 433, 1299)","['AWS' 'Back-End Development' 'Cloud' 'Docker' 'Kubernetes' 'MySQL'
 'NoSQL' 'Python' 'SaaS']",1.0,0.0,0,"['AWS' 'Back-End Development' 'Cloud' 'Docker' 'Kubernetes' 'MySQL'
 'NoSQL' 'Python' 'SaaS']",1,0.0,,,,,
1574,"(20, 55, 61, 166, 174, 2115)",['Docker' 'Kubernetes' 'Linux ' 'Python' 'QA' 'Unix'],1.0,0.0,1,['Docker' 'Kubernetes' 'Linux ' 'Python' 'QA' 'Unix'],1,0.0,,,,,
1575,"(20, 55, 61, 1943)",['Azure DevOps' 'Docker' 'Kubernetes' 'Python'],1.0,0.0,1,['Azure DevOps' 'Docker' 'Kubernetes' 'Python'],1,0.0,,,,,
1576,"(20, 55, 61, 268, 1943)",['Azure DevOps' 'Docker' 'Kubernetes' 'Machine Learning' 'Python'],1.0,1.0,1,['Azure DevOps' 'Docker' 'Kubernetes' 'Machine Learning' 'Python'],1,0.0,,,,,
1577,"(20, 55, 61, 433)",['AWS' 'Docker' 'Kubernetes' 'Python'],1.0,0.0,0,['AWS' 'Docker' 'Kubernetes' 'Python'],1,9.0,6.0,3.0,,,
1578,"(20, 55, 61, 63, 104, 296, 433)",['AWS' 'CI/CD' 'Docker' 'Kubernetes' 'Python' 'Scala' 'System Design'],1.0,0.0,0,['AWS' 'CI/CD' 'Docker' 'Kubernetes' 'Python' 'Scala' 'System Design'],1,0.0,,,,,
1579,"(20, 55, 61, 70, 111, 114, 287)",['Docker' 'GCP' 'Kubernetes' 'NoSQL' 'Python' 'REST/RESTful APIs' 'SQL'],1.0,0.0,1,['Docker' 'GCP' 'Kubernetes' 'NoSQL' 'Python' 'REST/RESTful APIs' 'SQL'],1,0.0,,,,,
1580,"(20, 55, 61, 80, 1013)",['AWS Lambda' 'Docker' 'Kubernetes' 'Python' 'Terraform'],5.0,5.0,0,['AWS Lambda' 'Docker' 'Kubernetes' 'Python' 'Terraform'],1,0.0,,,,,
1581,"(20, 55, 61, 91, 305, 388)",['.NET Core' 'C#' 'Docker' 'Kubernetes' 'Microservices' 'Python'],1.0,1.0,0,['.NET Core' 'C#' 'Docker' 'Kubernetes' 'Microservices' 'Python'],1,0.0,,,,,
1582,"(20, 55, 63, 111, 114, 359, 433)",['AWS' 'CI/CD' 'Docker' 'Jenkins' 'Python' 'REST/RESTful APIs' 'SQL'],1.0,0.0,0,['AWS' 'CI/CD' 'Docker' 'Jenkins' 'Python' 'REST/RESTful APIs' 'SQL'],1,0.0,,,,,
1583,"(20, 55, 63, 305, 1059)",['CI/CD' 'Docker' 'Microservices' 'Python' 'Web API'],1.0,0.0,1,['CI/CD' 'Docker' 'Microservices' 'Python' 'Web API'],1,0.0,,,,,
1584,"(20, 55, 63, 433)",['AWS' 'CI/CD' 'Docker' 'Python'],6.0,6.0,0,['AWS' 'CI/CD' 'Docker' 'Python'],1,0.0,,,,,
1585,"(20, 55, 67, 250)",['Amazon Redshift' 'Docker' 'Kafka' 'Python'],1.0,0.0,1,['Amazon Redshift' 'Docker' 'Kafka' 'Python'],1,0.0,,,,,
1586,"(20, 55, 73, 433)",['AWS' 'Docker' 'GitHub' 'Python'],3.0,0.0,1,['AWS' 'Docker' 'GitHub' 'Python'],2,0.0,,,,,
1587,"(20, 55, 836)",['AWS DevOps' 'Docker' 'Python'],1.0,0.0,0,['AWS DevOps' 'Docker' 'Python'],1,221.0,69.0,113.0,5.0,,34.0
1588,"(20, 55, 86)",['Docker' 'PostgreSQL' 'Python'],1.0,0.0,1,['Docker' 'PostgreSQL' 'Python'],1,445.0,124.0,206.0,10.0,1.0,104.0
1589,"(20, 55, 87, 114, 287)",['Docker' 'NoSQL' 'Python' 'Redis' 'SQL'],1.0,0.0,0,['Docker' 'NoSQL' 'Python' 'Redis' 'SQL'],1,0.0,,,,,
1590,"(20, 55, 93, 158, 2133)",['AWS Operations' 'Docker' 'JavaScript' 'Python' 'Typescript'],1.0,0.0,0,['AWS Operations' 'Docker' 'JavaScript' 'Python' 'Typescript'],1,0.0,,,,,
1591,"(20, 568, 2067)",['Android/Kotlin' 'Python' 'iOS - Swift'],1.0,1.0,0,['Android/Kotlin' 'Python' 'iOS - Swift'],1,2.0,1.0,,,,1.0
1592,"(20, 60, 114, 268, 411, 2097)","['BigQuery' 'Data Science' 'Google Cloud Platform' 'Machine Learning'
 'Python' 'SQL']",1.0,0.0,1,"['BigQuery' 'Data Science' 'Google Cloud Platform' 'Machine Learning'
 'Python' 'SQL']",1,0.0,,,,,
1593,"(20, 60, 120, 159, 232)",['DynamoDB' 'Google Cloud Platform' 'GraphQL' 'Node.js' 'Python'],1.0,0.0,1,['DynamoDB' 'Google Cloud Platform' 'GraphQL' 'Node.js' 'Python'],1,0.0,,,,,
1594,"(20, 60, 193, 268, 411, 1300)","['Computer Vision' 'Data Science' 'ETL' 'Google Cloud Platform'
 'Machine Learning' 'Python']",1.0,0.0,1,"['Computer Vision' 'Data Science' 'ETL' 'Google Cloud Platform'
 'Machine Learning' 'Python']",1,0.0,,,,,
1595,"(20, 60, 194, 268)","['Google Cloud Platform' 'Machine Learning'
 'Natural Language Processing (NLP)' 'Python']",1.0,0.0,1,"['Google Cloud Platform' 'Machine Learning'
 'Natural Language Processing (NLP)' 'Python']",1,0.0,,,,,
1596,"(20, 60, 355)",['Google Cloud Platform' 'Python' 'Web Architecture'],1.0,0.0,0,['Google Cloud Platform' 'Python' 'Web Architecture'],1,0.0,,,,,
1597,"(20, 60, 61, 114, 287)",['Google Cloud Platform' 'Kubernetes' 'NoSQL' 'Python' 'SQL'],1.0,0.0,0,['Google Cloud Platform' 'Kubernetes' 'NoSQL' 'Python' 'SQL'],1,0.0,,,,,
1598,"(20, 60, 93, 2031)",['Google Cloud Platform' 'JavaScript' 'Python' 'React'],1.0,0.0,0,['Google Cloud Platform' 'JavaScript' 'Python' 'React'],1,0.0,,,,,
1599,"(20, 61)",['Kubernetes' 'Python'],1.0,0.0,0,['Kubernetes' 'Python'],2,253.0,62.0,107.0,12.0,2.0,70.0
1600,"(20, 61, 114, 2062)",['ASP.NET/C#' 'Kubernetes' 'Python' 'SQL'],1.0,0.0,0,['ASP.NET/C#' 'Kubernetes' 'Python' 'SQL'],1,2.0,2.0,,,,
1601,"(20, 61, 114, 242, 351, 394, 433)","['AWS' 'Airflow' 'Data Analysis' 'Data Modeling' 'Kubernetes' 'Python'
 'SQL']",1.0,1.0,1,"['AWS' 'Airflow' 'Data Analysis' 'Data Modeling' 'Kubernetes' 'Python'
 'SQL']",1,0.0,,,,,
1602,"(20, 61, 114, 249, 328)",['Cloud' 'Kubernetes' 'Python' 'SQL' 'Third party APIs'],1.0,0.0,0,['Cloud' 'Kubernetes' 'Python' 'SQL' 'Third party APIs'],1,0.0,,,,,
1603,"(20, 61, 114, 433)",['AWS' 'Kubernetes' 'Python' 'SQL'],1.0,0.0,0,['AWS' 'Kubernetes' 'Python' 'SQL'],1,8.0,6.0,2.0,,,
1604,"(20, 61, 120)",['Kubernetes' 'Node.js' 'Python'],1.0,0.0,0,['Kubernetes' 'Node.js' 'Python'],1,22.0,17.0,4.0,1.0,,
1605,"(20, 61, 2092)",['Data Pipelines' 'Kubernetes' 'Python'],1.0,0.0,1,['Data Pipelines' 'Kubernetes' 'Python'],1,0.0,,,,,
1606,"(20, 61, 249)",['Cloud' 'Kubernetes' 'Python'],3.0,2.0,0,['Cloud' 'Kubernetes' 'Python'],2,0.0,,,,,
1607,"(20, 61, 433)",['AWS' 'Kubernetes' 'Python'],1.0,0.0,0,['AWS' 'Kubernetes' 'Python'],1,13.0,7.0,5.0,,,1.0
1608,"(20, 61, 63)",['CI/CD' 'Kubernetes' 'Python'],1.0,0.0,0,['CI/CD' 'Kubernetes' 'Python'],1,0.0,,,,,
1609,"(20, 61, 63, 166, 433)",['AWS' 'CI/CD' 'Kubernetes' 'Linux ' 'Python'],1.0,1.0,0,['AWS' 'CI/CD' 'Kubernetes' 'Linux ' 'Python'],1,0.0,,,,,
1610,"(20, 61, 67, 86)",['Kafka' 'Kubernetes' 'PostgreSQL' 'Python'],1.0,0.0,0,['Kafka' 'Kubernetes' 'PostgreSQL' 'Python'],1,0.0,,,,,
1611,"(20, 61, 70)",['GCP' 'Kubernetes' 'Python'],1.0,0.0,0,['GCP' 'Kubernetes' 'Python'],1,0.0,,,,,
1612,"(20, 61, 80, 433)",['AWS' 'Kubernetes' 'Python' 'Terraform'],1.0,1.0,0,['AWS' 'Kubernetes' 'Python' 'Terraform'],1,0.0,,,,,
1613,"(20, 62, 80, 433)",['AWS' 'Ansible' 'Python' 'Terraform'],1.0,0.0,0,['AWS' 'Ansible' 'Python' 'Terraform'],1,0.0,,,,,
1614,"(20, 63, 114, 287, 433, 980)",['AWS' 'CI/CD' 'NoSQL' 'Python' 'REST APIs Testing' 'SQL'],1.0,0.0,0,['AWS' 'CI/CD' 'NoSQL' 'Python' 'REST APIs Testing' 'SQL'],1,0.0,,,,,
1615,"(20, 63, 122)",['CI/CD' 'Python' 'Vue.js'],1.0,0.0,0,['CI/CD' 'Python' 'Vue.js'],1,0.0,,,,,
1616,"(20, 63, 1397)",['AngularJS' 'CI/CD' 'Python'],1.0,0.0,0,['AngularJS' 'CI/CD' 'Python'],1,0.0,,,,,
1617,"(20, 63, 158, 249, 2031, 2096)",['CI/CD' 'Cloud' 'Go' 'Python' 'React' 'Typescript'],1.0,0.0,1,['CI/CD' 'Cloud' 'Go' 'Python' 'React' 'Typescript'],1,0.0,,,,,
1618,"(20, 63, 242, 268)",['Airflow' 'CI/CD' 'Machine Learning' 'Python'],2.0,2.0,0,['Airflow' 'CI/CD' 'Machine Learning' 'Python'],1,0.0,,,,,
1619,"(20, 63, 278, 433)",['AWS' 'CI/CD' 'Python' 'SaaS'],1.0,0.0,0,['AWS' 'CI/CD' 'Python' 'SaaS'],1,0.0,,,,,
1620,"(20, 63, 328, 836)",['AWS DevOps' 'CI/CD' 'Python' 'Third party APIs'],1.0,0.0,1,['AWS DevOps' 'CI/CD' 'Python' 'Third party APIs'],1,0.0,,,,,
1621,"(20, 63, 70, 132)",['CI/CD' 'Firebase' 'GCP' 'Python'],1.0,0.0,0,['CI/CD' 'Firebase' 'GCP' 'Python'],1,0.0,,,,,
1622,"(20, 63, 70, 85, 86, 158, 1250, 1300, 2031, 2096)","['CI/CD' 'ETL' 'GCP' 'GitLab' 'Go' 'Grafana' 'PostgreSQL' 'Python' 'React'
 'Typescript']",1.0,0.0,0,"['CI/CD' 'ETL' 'GCP' 'GitLab' 'Go' 'Grafana' 'PostgreSQL' 'Python' 'React'
 'Typescript']",1,0.0,,,,,
1623,"(20, 63, 70, 86, 120, 132, 166)",['CI/CD' 'Firebase' 'GCP' 'Linux ' 'Node.js' 'PostgreSQL' 'Python'],1.0,0.0,0,['CI/CD' 'Firebase' 'GCP' 'Linux ' 'Node.js' 'PostgreSQL' 'Python'],1,0.0,,,,,
1624,"(20, 63, 720)",['AWS Solutions Architecture' 'CI/CD' 'Python'],1.0,0.0,0,['AWS Solutions Architecture' 'CI/CD' 'Python'],1,0.0,,,,,
